Energy_MeV,W_0.1mm,W_0.25mm,W_0.5mm,W_1.0mm
2.0250000000000004,0,0,23,49
2.027,1,0,27,41
2.029,1,4,25,39
2.031,1,0,25,37
2.0330000000000004,1,0,26,37
2.035,1,0,36,44
2.037,0,1,26,50
2.039,0,2,26,51
2.0410000000000004,0,2,24,39
2.043,0,6,30,43
2.045,3,2,26,34
2.047,1,0,37,30
2.049,0,0,30,45
2.051,1,0,29,35
2.053,0,1,26,35
2.0549999999999997,2,3,33,37
2.057,1,2,18,37
2.059,1,1,31,53
2.061,0,1,24,34
2.0629999999999997,2,2,19,37
2.065,1,3,21,40
2.067,1,3,29,30
2.069,0,1,23,35
2.0709999999999997,0,1,30,28
2.073,2,1,20,38
2.075,1,2,21,39
2.077,1,3,18,36
2.0789999999999997,0,0,23,34
2.081,1,0,16,38
2.083,0,1,19,30
2.085,0,2,17,47
2.0869999999999997,2,0,22,28
2.089,0,1,20,42
2.091,0,2,22,36
2.093,1,2,24,35
2.0949999999999998,0,1,21,45
2.097,0,1,18,49
2.099,0,2,17,35
2.101,0,3,28,33
2.1029999999999998,0,2,28,37
2.105,0,4,21,44
2.107,0,1,20,37
2.109,0,2,25,34
2.1109999999999998,1,4,14,36
2.113,0,2,26,31
2.115,1,1,21,40
2.117,1,1,17,37
2.1189999999999998,1,1,20,30
2.121,0,1,27,34
2.123,0,2,29,36
2.125,0,0,24,45
2.127,0,1,20,34
2.129,1,3,21,34
2.1310000000000002,0,0,26,27
2.133,1,1,22,32
2.135,1,2,24,38
2.137,0,1,31,30
2.1390000000000002,1,1,21,34
2.141,1,2,20,35
2.143,1,3,18,33
2.145,0,1,23,34
2.1470000000000002,1,0,22,38
2.149,0,3,33,38
2.151,0,2,18,35
2.153,0,2,29,39
2.1550000000000002,0,3,18,35
2.157,1,1,28,36
2.159,0,0,16,44
2.161,0,1,23,31
2.1630000000000003,2,1,17,44
2.165,1,3,22,28
2.167,0,0,21,39
2.169,0,1,27,36
2.1710000000000003,1,2,24,36
2.173,0,1,21,32
2.175,2,0,26,31
2.177,0,1,29,46
2.1790000000000003,0,1,25,40
2.181,0,0,23,32
2.183,0,0,21,31
2.185,0,1,26,35
2.1870000000000003,1,1,24,32
2.189,2,0,18,38
2.191,0,1,20,40
2.193,1,3,19,25
2.1950000000000003,0,2,24,33
2.197,0,1,24,32
2.199,0,1,16,35
2.201,0,2,12,36
2.2030000000000003,1,2,22,41
2.205,0,0,22,34
2.207,1,0,18,31
2.209,0,2,19,37
2.2110000000000003,0,1,27,35
2.213,0,0,14,42
2.215,0,0,23,38
2.217,1,3,28,31
2.2190000000000003,0,1,24,30
2.221,2,0,23,41
2.223,1,2,26,36
2.225,0,0,18,37
2.2270000000000003,0,1,24,24
2.229,0,1,24,31
2.231,0,0,18,30
2.233,1,0,25,43
2.2350000000000003,2,0,17,31
2.237,0,2,20,40
2.239,0,3,23,51
2.241,2,0,25,35
2.2430000000000003,1,0,24,35
2.245,1,0,27,31
2.247,0,2,22,38
2.249,0,1,23,40
2.2510000000000003,0,0,26,33
2.253,0,0,10,26
2.255,0,1,21,23
2.257,2,0,19,26
2.2590000000000003,1,1,28,33
2.261,1,0,14,41
2.263,1,3,18,30
2.265,0,2,15,29
2.2670000000000003,0,2,22,24
2.269,0,0,16,27
2.271,1,1,23,33
2.273,1,2,20,32
2.2750000000000004,0,1,20,32
2.277,0,1,17,31
2.279,0,3,17,22
2.281,0,1,21,26
2.2830000000000004,0,0,23,25
2.285,1,2,22,36
2.287,0,2,21,37
2.289,0,0,12,24
2.2910000000000004,0,0,15,31
2.293,1,2,23,30
2.295,0,0,21,17
2.297,0,1,20,35
2.2990000000000004,1,1,18,28
2.301,0,1,16,26
2.303,0,2,21,27
2.305,0,4,24,27
2.307,1,0,20,34
2.309,0,0,21,36
2.311,0,0,11,27
2.3129999999999997,2,0,17,26
2.315,0,0,19,18
2.317,0,1,13,28
2.319,1,0,20,30
2.3209999999999997,0,0,24,26
2.323,1,0,25,24
2.325,0,1,26,30
2.327,1,0,18,21
2.3289999999999997,0,0,17,23
2.331,0,1,28,29
2.333,0,0,19,30
2.335,0,1,25,28
2.3369999999999997,0,1,16,26
2.339,0,2,23,28
2.341,0,2,19,26
2.343,0,1,16,20
2.3449999999999998,0,2,11,31
2.347,0,1,18,21
2.349,0,0,18,34
2.351,0,0,17,24
2.3529999999999998,0,0,26,30
2.355,0,0,14,32
2.357,0,0,16,31
2.359,0,0,16,31
2.3609999999999998,2,2,9,38
2.363,1,0,22,31
2.365,0,1,21,20
2.367,0,2,21,38
2.3689999999999998,1,0,17,40
2.371,1,1,13,23
2.373,0,0,16,20
2.375,0,0,16,22
2.377,0,1,22,35
2.379,0,2,17,28
2.3810000000000002,0,1,19,37
2.383,0,0,18,30
2.385,0,1,16,28
2.387,0,1,19,17
2.3890000000000002,0,2,21,35
2.391,1,3,14,24
2.393,0,0,19,39
2.395,1,0,9,28
2.3970000000000002,2,1,16,25
2.399,0,0,20,29
2.401,0,1,22,32
2.403,0,0,10,24
2.4050000000000002,0,0,16,34
2.407,1,2,18,34
2.409,0,1,21,23
2.411,0,0,21,17
2.4130000000000003,0,1,23,26
2.415,0,3,19,30
2.417,1,0,16,33
2.419,0,3,22,36
2.4210000000000003,1,0,20,26
2.423,1,0,20,26
2.425,0,2,17,26
2.427,0,0,10,27
2.4290000000000003,0,0,13,38
2.431,0,1,14,16
2.433,0,0,13,25
2.435,0,2,18,31
2.4370000000000003,0,0,14,33
2.439,0,1,15,20
2.441,0,1,15,21
2.443,0,0,13,22
2.4450000000000003,1,2,11,21
2.447,0,2,11,25
2.449,1,2,22,30
2.451,1,1,22,22
2.4530000000000003,0,0,18,34
2.455,1,0,25,24
2.457,0,2,20,31
2.459,1,2,16,29
2.4610000000000003,0,1,13,26
2.463,1,2,14,21
2.465,0,0,15,18
2.467,0,1,17,23
2.4690000000000003,0,0,16,27
2.471,0,0,19,18
2.473,0,0,13,20
2.475,2,0,12,30
2.4770000000000003,0,0,21,26
2.479,2,1,16,21
2.481,0,1,14,29
2.483,0,0,20,29
2.4850000000000003,0,1,18,23
2.487,0,0,15,36
2.489,1,0,11,17
2.491,0,1,21,33
2.4930000000000003,1,1,18,27
2.495,1,0,10,22
2.497,2,0,21,30
2.499,0,0,19,31
2.5010000000000003,0,1,15,21
2.503,2,0,18,34
2.505,1,0,16,24
2.507,0,0,10,23
2.5090000000000003,0,0,12,26
2.511,0,1,23,26
2.513,0,3,21,22
2.515,0,0,20,31
2.5170000000000003,0,1,14,27
2.519,0,0,9,33
2.521,0,0,13,28
2.523,1,1,15,27
2.5250000000000004,0,1,15,24
2.527,1,2,12,32
2.529,1,1,18,18
2.531,1,0,11,20
2.5330000000000004,1,0,16,24
2.535,0,1,15,25
2.537,1,0,19,22
2.539,1,0,15,29
2.5410000000000004,1,0,12,21
2.543,1,5,19,24
2.545,0,1,9,24
2.547,0,2,11,24
2.5490000000000004,0,1,22,24
2.551,2,0,13,20
2.553,1,1,13,25
2.555,0,1,21,30
2.5570000000000004,0,0,16,29
2.559,0,0,16,24
2.561,0,0,23,25
2.5629999999999997,0,0,13,15
2.565,0,0,18,22
2.567,0,0,17,25
2.569,0,0,17,23
2.5709999999999997,1,0,20,22
2.573,0,1,14,20
2.575,1,0,14,21
2.577,0,0,15,24
2.5789999999999997,0,1,11,22
2.581,0,0,10,27
2.583,1,0,10,28
2.585,0,0,10,25
2.5869999999999997,1,1,17,23
2.589,0,0,6,20
2.591,0,0,14,14
2.593,0,0,16,15
2.5949999999999998,0,0,17,23
2.597,0,0,11,24
2.599,1,0,17,19
2.601,0,0,11,23
2.6029999999999998,0,0,12,28
2.605,0,1,17,22
2.607,0,1,25,23
2.609,1,0,9,33
2.6109999999999998,0,1,14,20
2.613,0,0,20,19
2.615,0,0,15,19
2.617,0,0,10,28
2.6189999999999998,0,0,15,20
2.621,0,0,18,18
2.623,2,1,17,29
2.625,2,0,17,25
2.627,1,1,9,16
2.629,0,1,11,27
2.6310000000000002,0,1,17,18
2.633,0,0,16,15
2.635,1,1,14,22
2.637,0,1,10,22
2.6390000000000002,0,1,12,18
2.641,0,0,13,26
2.643,1,1,13,17
2.645,0,2,11,22
2.6470000000000002,0,0,17,20
2.649,0,2,11,33
2.651,1,0,14,15
2.653,1,0,22,19
2.6550000000000002,1,1,17,21
2.657,1,2,11,22
2.659,1,0,11,10
2.661,0,0,7,19
2.6630000000000003,0,0,14,17
2.665,1,0,11,32
2.667,0,1,14,27
2.669,0,1,18,17
2.6710000000000003,0,0,21,22
2.673,0,0,14,25
2.675,0,1,10,22
2.677,0,0,14,24
2.6790000000000003,0,0,15,18
2.681,0,1,15,22
2.683,0,0,12,16
2.685,0,0,20,16
2.6870000000000003,0,1,16,18
2.689,1,2,15,23
2.691,1,1,13,11
2.693,0,0,17,32
2.6950000000000003,0,3,13,26
2.697,0,0,20,21
2.699,0,1,17,19
2.701,0,1,18,26
2.7030000000000003,0,1,7,20
2.705,0,0,9,24
2.707,0,1,18,12
2.709,0,0,19,35
2.7110000000000003,0,0,17,20
2.713,0,1,6,31
2.715,0,0,13,13
2.717,1,1,19,29
2.7190000000000003,0,0,12,24
2.721,0,1,14,31
2.723,0,0,15,21
2.725,0,0,12,18
2.7270000000000003,0,1,15,15
2.729,0,1,8,27
2.731,0,1,9,20
2.733,0,0,5,15
2.7350000000000003,0,0,20,17
2.737,1,2,22,24
2.739,2,0,13,20
2.741,0,0,15,28
2.7430000000000003,0,0,15,23
2.745,0,0,8,25
2.747,1,2,13,22
2.749,1,1,9,17
2.7510000000000003,0,0,7,23
2.753,2,1,7,19
2.755,0,0,8,19
2.757,0,0,24,20
2.7590000000000003,0,1,20,25
2.761,0,0,9,17
2.763,0,0,13,18
2.765,2,0,11,14
2.7670000000000003,1,0,11,17
2.769,0,1,11,24
2.771,0,0,14,18
2.773,0,0,12,21
2.7750000000000004,1,0,11,21
2.777,0,2,8,20
2.779,0,0,11,17
2.781,0,1,2,21
2.7830000000000004,0,2,10,18
2.785,1,2,11,23
2.787,0,0,7,21
2.789,0,2,18,21
2.7910000000000004,1,2,12,15
2.793,0,0,9,23
2.795,0,1,11,22
2.797,0,0,18,26
2.7990000000000004,0,0,12,22
2.801,0,1,7,23
2.803,1,0,9,18
2.805,0,0,13,20
2.8070000000000004,0,1,8,14
2.809,1,0,9,18
2.811,0,1,10,16
2.813,1,0,12,23
2.815,1,1,18,27
2.817,0,0,9,16
2.819,2,2,10,29
2.8209999999999997,0,0,16,20
2.823,1,1,13,31
2.825,0,0,13,12
2.827,1,3,14,20
2.8289999999999997,0,2,8,17
2.831,0,3,6,22
2.833,0,0,10,13
2.835,0,0,12,19
2.8369999999999997,0,3,8,10
2.839,0,0,14,25
2.841,0,0,16,25
2.843,0,1,9,27
2.8449999999999998,0,0,6,21
2.847,1,1,17,12
2.849,0,0,8,19
2.851,0,0,10,17
2.8529999999999998,0,2,4,20
2.855,0,0,13,20
2.857,0,0,12,21
2.859,0,1,10,21
2.8609999999999998,0,0,8,11
2.863,0,3,7,19
2.865,0,1,5,17
2.867,1,0,13,23
2.8689999999999998,1,1,15,11
2.871,0,1,8,21
2.873,0,1,13,14
2.875,0,0,11,16
2.877,0,1,18,21
2.879,0,1,10,18
2.8810000000000002,0,0,10,13
2.883,0,1,8,19
2.885,0,1,18,21
2.887,0,0,7,18
2.8890000000000002,0,1,9,13
2.891,0,0,13,20
2.893,1,1,11,15
2.895,1,0,11,24
2.8970000000000002,0,0,16,16
2.899,0,0,8,20
2.901,1,1,18,18
2.903,0,1,12,23
2.9050000000000002,0,0,16,21
2.907,0,0,10,24
2.909,0,1,16,23
2.911,0,0,7,22
2.9130000000000003,0,1,12,27
2.915,0,0,11,22
2.917,0,1,12,12
2.919,0,1,6,18
2.9210000000000003,1,0,15,19
2.923,0,0,15,26
2.925,1,0,5,15
2.927,1,2,8,13
2.9290000000000003,0,0,13,11
2.931,0,0,8,21
2.933,0,0,11,18
2.935,1,0,2,7
2.9370000000000003,1,0,16,14
2.939,0,1,6,10
2.941,1,1,16,23
2.943,1,0,9,15
2.9450000000000003,0,1,11,21
2.947,0,0,12,20
2.949,0,0,10,13
2.951,0,1,11,16
2.9530000000000003,0,1,8,19
2.955,0,0,8,23
2.957,0,0,9,17
2.959,0,0,12,27
2.9610000000000003,0,0,8,18
2.963,1,0,14,10
2.965,0,0,11,18
2.967,2,0,11,19
2.9690000000000003,0,0,3,19
2.971,1,1,13,16
2.973,0,2,15,17
2.975,0,1,4,16
2.9770000000000003,1,1,15,21
2.979,0,1,15,26
2.981,0,2,9,12
2.983,1,1,14,19
2.9850000000000003,0,0,12,15
2.987,0,0,7,26
2.989,0,1,6,24
2.991,1,0,6,15
2.9930000000000003,0,1,16,9
2.995,0,0,13,16
2.997,0,1,9,19
2.999,1,0,9,19
3.0010000000000003,0,0,6,20
3.003,0,0,10,14
3.005,0,0,12,12
3.007,1,0,10,15
3.0090000000000003,0,0,9,11
3.011,1,0,7,11
3.013,0,1,12,17
3.015,0,1,9,17
3.0170000000000003,0,0,9,17
3.019,0,1,9,14
3.021,0,1,8,11
3.023,0,0,12,18
3.0250000000000004,0,1,11,12
3.027,0,0,1,19
3.029,0,0,10,11
3.031,0,1,8,27
3.0330000000000004,0,2,8,13
3.035,0,2,16,13
3.037,1,0,15,24
3.039,0,1,17,13
3.0410000000000004,0,0,12,7
3.043,0,0,11,16
3.045,0,1,8,11
3.047,0,0,12,16
3.0490000000000004,0,0,12,21
3.051,0,0,8,18
3.053,0,1,9,21
3.055,0,0,14,17
3.0570000000000004,0,1,13,19
3.059,0,0,9,14
3.061,0,0,14,14
3.063,2,2,9,21
3.0650000000000004,0,1,12,15
3.067,0,0,16,15
3.069,1,1,6,18
3.071,0,0,12,20
3.073,0,0,7,16
3.075,0,0,9,15
3.077,0,0,4,20
3.0789999999999997,0,0,12,18
3.081,0,1,7,19
3.083,0,0,12,24
3.085,0,1,9,12
3.0869999999999997,0,0,11,13
3.089,0,0,7,13
3.091,0,0,9,18
3.093,0,0,9,13
3.0949999999999998,0,0,9,13
3.097,2,1,12,18
3.099,2,1,17,10
3.101,0,0,10,17
3.1029999999999998,1,0,5,14
3.105,0,0,7,17
3.107,0,0,9,13
3.109,0,1,6,25
3.1109999999999998,1,0,8,11
3.113,0,0,15,22
3.115,0,0,12,16
3.117,0,0,13,21
3.1189999999999998,0,0,12,15
3.121,0,0,11,19
3.123,0,0,13,16
3.125,0,1,7,17
3.127,0,1,5,14
3.129,0,1,9,16
3.1310000000000002,0,0,12,16
3.133,0,1,6,11
3.135,0,0,8,12
3.137,0,1,10,18
3.1390000000000002,1,0,11,13
3.141,0,0,10,8
3.143,0,1,11,13
3.145,1,0,8,14
3.1470000000000002,0,0,7,13
3.149,0,0,10,18
3.151,0,1,5,9
3.153,0,1,5,17
3.1550000000000002,2,3,7,12
3.157,0,0,10,12
3.159,0,0,3,14
3.161,0,1,5,13
3.1630000000000003,0,0,10,14
3.165,0,1,6,12
3.167,0,0,6,15
3.169,0,0,6,21
3.1710000000000003,0,1,10,17
3.173,0,1,9,14
3.175,0,0,7,10
3.177,0,0,7,16
3.1790000000000003,0,0,5,16
3.181,0,0,6,6
3.183,0,1,6,15
3.185,0,1,11,15
3.1870000000000003,0,1,4,19
3.189,0,0,7,14
3.191,2,1,10,14
3.193,0,0,12,19
3.1950000000000003,0,0,10,9
3.197,0,0,7,17
3.199,0,0,9,16
3.201,0,3,11,16
3.2030000000000003,0,0,2,12
3.205,0,0,6,14
3.207,0,0,10,16
3.209,0,1,10,19
3.2110000000000003,0,0,7,9
3.213,0,0,10,22
3.215,0,1,8,12
3.217,1,0,10,16
3.2190000000000003,0,0,8,13
3.221,0,0,9,8
3.223,0,0,14,17
3.225,0,2,8,12
3.2270000000000003,1,0,5,15
3.229,0,0,6,11
3.231,1,0,6,14
3.233,0,0,9,14
3.2350000000000003,1,0,8,15
3.237,1,1,11,16
3.239,0,0,4,6
3.241,0,1,11,16
3.2430000000000003,0,1,13,8
3.245,1,1,7,15
3.247,0,0,8,19
3.249,0,1,6,25
3.2510000000000003,1,2,7,10
3.253,0,1,9,15
3.255,1,0,12,11
3.257,0,1,10,20
3.2590000000000003,0,2,9,8
3.261,0,1,3,7
3.263,0,1,9,18
3.265,0,0,6,9
3.2670000000000003,0,0,8,12
3.269,0,0,4,10
3.271,0,0,11,11
3.273,1,0,9,15
3.2750000000000004,0,0,6,15
3.277,0,1,8,25
3.279,0,0,10,17
3.281,0,1,5,18
3.2830000000000004,0,0,8,12
3.285,0,0,8,12
3.287,0,0,8,16
3.289,0,1,11,12
3.2910000000000004,0,0,8,15
3.293,0,0,9,13
3.295,0,0,4,13
3.297,0,0,4,17
3.2990000000000004,0,1,13,15
3.301,0,0,7,9
3.303,0,1,4,12
3.305,1,0,4,7
3.3070000000000004,0,1,7,19
3.309,0,1,6,15
3.311,0,1,7,11
3.313,0,1,11,17
3.3150000000000004,0,0,9,11
3.317,0,0,5,9
3.319,0,0,7,16
3.321,1,1,7,11
3.3230000000000004,0,0,7,11
3.325,1,0,10,5
3.327,0,0,8,10
3.329,1,0,9,12
3.331,1,0,7,13
3.333,1,1,8,6
3.335,0,0,6,12
3.3369999999999997,0,0,9,16
3.339,0,2,7,14
3.341,0,1,6,12
3.343,0,1,6,14
3.3449999999999998,0,1,7,17
3.347,0,0,7,11
3.349,0,1,10,18
3.351,0,1,6,13
3.3529999999999998,0,0,9,13
3.355,0,0,3,12
3.357,0,0,6,9
3.359,0,0,9,7
3.3609999999999998,0,1,4,15
3.363,1,1,2,16
3.365,0,0,9,13
3.367,0,0,6,10
3.3689999999999998,0,2,5,10
3.371,0,0,8,13
3.373,0,0,7,17
3.375,0,1,7,8
3.377,0,0,7,7
3.379,0,0,6,14
3.3810000000000002,0,0,7,17
3.383,0,0,8,13
3.385,0,0,9,9
3.387,0,0,5,18
3.3890000000000002,0,0,7,11
3.391,1,1,11,10
3.393,0,0,6,15
3.395,0,0,9,18
3.3970000000000002,0,2,7,9
3.399,0,0,10,12
3.401,0,1,6,7
3.403,0,0,8,17
3.4050000000000002,0,0,5,14
3.407,0,1,8,18
3.409,0,1,12,14
3.411,0,0,7,14
3.4130000000000003,0,0,9,9
3.415,0,0,7,13
3.417,0,0,7,10
3.419,0,0,4,16
3.4210000000000003,0,1,5,11
3.423,0,1,6,11
3.425,0,0,6,10
3.427,0,0,8,11
3.4290000000000003,0,0,4,9
3.431,0,1,6,10
3.433,1,0,1,12
3.435,0,0,4,12
3.4370000000000003,0,0,6,11
3.439,0,1,3,8
3.441,0,0,11,18
3.443,0,0,10,15
3.4450000000000003,0,1,10,8
3.447,1,0,8,10
3.449,0,0,10,8
3.451,0,0,8,9
3.4530000000000003,0,1,7,10
3.455,0,0,9,7
3.457,0,0,7,4
3.459,1,1,9,13
3.4610000000000003,0,0,5,11
3.463,1,1,2,13
3.465,0,0,9,14
3.467,0,0,8,10
3.4690000000000003,0,0,8,4
3.471,0,0,6,6
3.473,0,0,7,18
3.475,0,2,15,7
3.4770000000000003,0,0,7,11
3.479,0,0,4,7
3.481,0,0,10,8
3.483,0,0,5,9
3.4850000000000003,0,0,5,10
3.487,0,0,7,6
3.489,0,0,8,10
3.491,0,1,7,18
3.4930000000000003,0,1,11,11
3.495,0,2,7,14
3.497,0,1,5,8
3.499,0,0,12,9
3.5010000000000003,1,0,5,15
3.503,0,0,6,14
3.505,0,0,2,8
3.507,0,1,12,17
3.5090000000000003,0,0,8,10
3.511,0,1,10,10
3.513,0,1,5,8
3.515,0,1,8,10
3.5170000000000003,0,1,5,11
3.519,0,0,9,19
3.521,0,0,9,16
3.523,0,0,6,12
3.5250000000000004,0,0,3,12
3.527,0,1,9,6
3.529,0,0,8,13
3.531,0,1,10,13
3.5330000000000004,0,0,7,11
3.535,0,1,5,7
3.537,0,0,5,9
3.539,0,0,1,13
3.5410000000000004,0,1,3,5
3.543,1,0,10,12
3.545,0,1,4,12
3.547,0,0,9,8
3.5490000000000004,0,0,4,4
3.551,1,0,3,10
3.553,0,0,2,4
3.555,2,1,5,8
3.5570000000000004,0,1,10,8
3.559,0,2,6,10
3.561,0,0,7,14
3.563,0,0,8,15
3.5650000000000004,0,0,9,8
3.567,0,0,2,10
3.569,0,0,9,6
3.571,0,0,3,11
3.5730000000000004,0,0,2,19
3.575,0,0,4,17
3.577,0,0,6,11
3.579,0,1,3,8
3.5810000000000004,0,0,4,9
3.583,0,0,9,15
3.585,0,0,8,16
3.5869999999999997,0,1,7,16
3.589,0,1,8,17
3.591,0,0,6,7
3.593,0,1,8,12
3.5949999999999998,0,0,8,13
3.597,0,0,9,12
3.599,0,0,8,13
3.601,0,0,2,12
3.6029999999999998,0,0,6,12
3.605,0,0,9,7
3.607,0,0,4,7
3.609,1,0,6,11
3.6109999999999998,0,0,7,16
3.613,0,0,6,10
3.615,0,1,7,14
3.617,0,0,3,12
3.6189999999999998,0,0,5,12
3.621,0,0,4,8
3.623,1,1,8,14
3.625,0,1,9,3
3.627,0,0,7,14
3.629,0,0,9,8
3.6310000000000002,0,1,2,10
3.633,0,0,7,8
3.635,0,0,3,10
3.637,0,0,2,7
3.6390000000000002,0,1,5,8
3.641,0,0,7,11
3.643,0,1,11,11
3.645,0,0,4,10
3.6470000000000002,1,1,8,5
3.649,0,0,8,7
3.651,0,0,9,8
3.653,0,0,8,11
3.6550000000000002,0,0,6,14
3.657,0,0,5,11
3.659,0,0,9,10
3.661,0,0,4,10
3.6630000000000003,0,1,5,14
3.665,1,0,6,13
3.667,0,0,5,8
3.669,0,0,4,14
3.6710000000000003,0,0,7,8
3.673,0,0,5,8
3.675,1,0,7,9
3.677,0,1,6,4
3.6790000000000003,0,0,6,8
3.681,0,0,7,14
3.683,0,1,4,13
3.685,0,0,1,7
3.6870000000000003,1,0,11,10
3.689,0,0,10,8
3.691,0,0,4,8
3.693,0,0,3,8
3.6950000000000003,0,0,6,10
3.697,0,0,5,5
3.699,1,0,8,11
3.701,0,0,9,6
3.7030000000000003,0,0,7,9
3.705,1,0,9,14
3.707,0,1,7,14
3.709,0,1,7,7
3.7110000000000003,0,2,5,6
3.713,0,1,6,8
3.715,0,0,5,9
3.717,0,0,6,14
3.7190000000000003,0,0,5,11
3.721,0,0,6,9
3.723,0,0,9,12
3.725,1,0,5,4
3.7270000000000003,0,0,6,11
3.729,1,0,8,9
3.731,0,0,6,11
3.733,0,0,7,8
3.7350000000000003,0,0,9,6
3.737,0,0,8,8
3.739,0,1,8,7
3.741,0,1,4,7
3.7430000000000003,0,0,7,6
3.745,0,0,10,11
3.747,0,0,5,7
3.749,0,0,3,14
3.7510000000000003,0,0,5,16
3.753,0,1,5,7
3.755,0,0,5,9
3.757,0,1,8,11
3.7590000000000003,0,0,10,9
3.761,0,0,5,6
3.763,0,0,9,8
3.765,0,1,5,6
3.7670000000000003,0,1,8,9
3.769,0,1,5,8
3.771,0,1,7,7
3.773,0,0,3,10
3.7750000000000004,0,1,7,10
3.777,0,0,10,6
3.779,0,1,6,7
3.781,0,1,7,5
3.7830000000000004,0,1,5,6
3.785,0,0,2,11
3.787,0,0,6,10
3.789,0,0,5,10
3.7910000000000004,0,0,7,9
3.793,0,1,5,11
3.795,0,0,8,8
3.797,1,0,5,12
3.7990000000000004,2,1,5,14
3.801,0,1,4,13
3.803,0,1,6,4
3.805,0,0,2,9
3.8070000000000004,0,0,6,10
3.809,0,0,4,10
3.811,0,1,1,3
3.813,0,0,5,18
3.8150000000000004,1,0,6,15
3.817,0,0,5,12
3.819,0,0,5,14
3.821,0,0,6,11
3.8230000000000004,0,0,5,8
3.825,0,0,8,7
3.827,0,0,6,8
3.829,0,0,6,9
3.8310000000000004,0,0,7,11
3.833,1,0,8,6
3.835,0,0,8,13
3.837,1,0,7,8
3.839,0,0,5,5
3.841,0,0,6,7
3.843,0,1,8,6
3.8449999999999998,0,0,3,10
3.847,0,0,3,12
3.849,0,0,5,9
3.851,0,1,1,7
3.8529999999999998,0,0,4,11
3.855,0,1,7,9
3.857,0,0,3,8
3.859,0,1,4,6
3.8609999999999998,0,0,6,7
3.863,0,0,3,10
3.865,0,1,3,9
3.867,1,0,4,6
3.8689999999999998,0,0,4,8
3.871,0,0,8,8
3.873,0,1,6,9
3.875,0,2,5,6
3.877,0,2,4,11
3.879,0,0,4,9
3.8810000000000002,0,0,2,15
3.883,0,1,5,5
3.885,0,0,1,9
3.887,0,0,5,7
3.8890000000000002,0,0,5,3
3.891,0,0,1,8
3.893,0,0,4,6
3.895,0,0,4,14
3.8970000000000002,0,0,9,10
3.899,0,1,5,7
3.901,0,0,3,13
3.903,0,0,4,13
3.9050000000000002,0,0,7,13
3.907,0,0,6,14
3.909,1,0,5,5
3.911,0,0,11,4
3.9130000000000003,0,0,4,12
3.915,1,0,6,6
3.917,0,0,6,9
3.919,0,0,7,6
3.9210000000000003,0,0,3,8
3.923,0,1,6,7
3.925,0,1,0,8
3.927,0,0,3,7
3.9290000000000003,0,0,7,6
3.931,0,1,4,10
3.933,0,0,4,2
3.935,0,0,3,4
3.9370000000000003,0,0,5,15
3.939,0,0,9,10
3.941,0,1,3,11
3.943,0,0,5,11
3.9450000000000003,0,0,3,3
3.947,0,1,3,8
3.949,0,0,4,7
3.951,0,1,7,8
3.9530000000000003,0,2,4,7
3.955,0,2,5,4
3.957,0,1,1,9
3.959,0,0,7,9
3.9610000000000003,0,0,6,7
3.963,0,0,3,10
3.965,1,0,4,6
3.967,0,0,5,10
3.9690000000000003,0,0,6,17
3.971,0,0,7,6
3.973,0,0,2,9
3.975,0,0,5,9
3.9770000000000003,0,0,6,4
3.979,0,0,2,6
3.981,1,2,3,6
3.983,0,0,5,9
3.9850000000000003,0,0,5,13
3.987,1,0,9,10
3.989,1,0,8,5
3.991,0,0,4,7
3.9930000000000003,0,0,4,7
3.995,1,0,3,5
3.997,0,0,4,8
3.999,0,0,4,9
4.0009999999999994,0,0,2,9
4.003,0,0,3,4
4.005000000000001,0,0,0,6
4.007,0,0,6,6
4.009,1,0,4,5
4.011,0,0,1,7
4.013,0,0,3,8
4.015000000000001,0,0,7,8
4.0169999999999995,0,0,5,4
4.019,0,0,6,14
4.021000000000001,0,0,1,9
4.023,0,0,3,10
4.025,0,0,5,9
4.027,0,0,6,7
4.029,0,0,6,6
4.031000000000001,0,0,2,5
4.0329999999999995,0,0,9,5
4.035,1,1,2,4
4.037000000000001,1,0,6,6
4.039,0,0,3,7
4.041,0,0,4,3
4.043,0,0,2,7
4.045,0,0,6,6
4.047000000000001,1,0,3,5
4.0489999999999995,0,1,2,7
4.051,0,0,3,3
4.053000000000001,0,0,5,6
4.055,1,1,2,3
4.057,0,0,3,5
4.059,0,0,5,10
4.061,0,0,4,5
4.063000000000001,0,0,6,3
4.0649999999999995,0,0,5,4
4.067,0,0,5,8
4.069000000000001,0,0,6,9
4.071,0,0,3,15
4.073,0,0,5,15
4.075,0,2,4,6
4.077,0,0,1,5
4.079000000000001,0,0,4,4
4.0809999999999995,0,1,8,5
4.083,0,0,3,5
4.085000000000001,0,1,4,10
4.087,0,0,5,2
4.089,0,0,0,9
4.091,0,0,3,11
4.093,0,0,7,6
4.095000000000001,0,0,3,7
4.0969999999999995,0,0,5,5
4.099,0,2,7,8
4.101,0,0,4,7
4.103,0,0,3,8
4.105,0,0,4,7
4.106999999999999,0,0,5,9
4.109,0,0,10,5
4.111000000000001,0,0,0,11
4.1129999999999995,0,0,6,14
4.115,0,0,5,6
4.117,0,0,4,12
4.119,0,1,4,8
4.121,0,0,3,14
4.122999999999999,0,0,6,4
4.125,0,0,7,5
4.127000000000001,0,0,2,7
4.129,0,0,5,7
4.131,0,0,3,7
4.133,0,1,3,7
