Energy_MeV,Counts
0.34500000000000003,496
0.34700000000000003,431
0.34900000000000003,493
0.351,467
0.353,452
0.355,431
0.357,467
0.359,457
0.361,406
0.363,417
0.365,462
0.367,457
0.369,446
0.371,384
0.373,427
0.375,420
0.377,414
0.379,409
0.381,424
0.383,410
0.385,421
0.387,429
0.389,394
0.391,424
0.393,406
0.395,405
0.397,409
0.399,362
0.401,389
0.403,375
0.405,391
0.40700000000000003,356
0.40900000000000003,399
0.41100000000000003,372
0.41300000000000003,388
0.41500000000000004,356
0.41700000000000004,354
0.419,337
0.421,361
0.423,381
0.425,350
0.427,355
0.429,355
0.431,339
0.433,371
0.435,373
0.437,376
0.439,351
0.441,340
0.443,329
0.445,366
0.447,363
0.449,314
0.451,343
0.453,313
0.455,324
0.457,327
0.459,330
0.461,347
0.463,304
0.465,330
0.467,310
0.46900000000000003,288
0.47100000000000003,332
0.47300000000000003,296
0.47500000000000003,329
0.47700000000000004,314
0.479,290
0.481,323
0.483,298
0.485,299
0.487,294
0.489,271
0.491,309
0.493,293
0.495,317
0.497,318
0.499,283
0.501,311
0.503,261
0.505,278
0.507,269
0.509,281
0.511,357
0.513,292
0.515,286
0.517,257
0.519,250
0.521,272
0.523,259
0.525,281
0.527,281
0.529,264
0.531,246
0.533,259
0.535,275
0.537,263
0.539,253
0.541,270
0.543,245
0.545,254
0.547,268
0.549,243
0.551,257
0.553,271
0.555,273
0.557,220
0.559,229
0.561,225
0.5630000000000001,283
0.5650000000000001,214
0.5670000000000001,214
0.5690000000000001,232
0.5710000000000001,233
0.5730000000000001,234
0.5750000000000001,239
0.577,229
0.579,239
0.581,222
0.583,237
0.585,236
0.587,248
0.589,227
0.591,208
0.593,211
0.595,218
0.597,201
0.599,229
0.601,209
0.603,224
0.605,203
0.607,203
0.609,213
0.611,189
0.613,200
0.615,232
0.617,216
0.619,191
0.621,198
0.623,212
0.625,211
0.627,202
0.629,195
0.631,211
0.633,204
0.635,180
0.637,195
0.639,228
0.641,212
0.643,204
0.645,196
0.647,187
0.649,193
0.651,213
0.653,194
0.655,196
0.657,174
0.659,194
0.661,186
0.663,174
0.665,225
0.667,192
0.669,186
0.671,185
0.673,178
0.675,191
0.677,177
0.679,168
0.681,202
0.683,177
0.685,198
0.687,172
0.6890000000000001,191
0.6910000000000001,202
0.6930000000000001,178
0.6950000000000001,187
0.6970000000000001,186
0.6990000000000001,182
0.7010000000000001,177
0.7030000000000001,153
0.705,167
0.707,166
0.709,147
0.711,166
0.713,173
0.715,143
0.717,175
0.719,165
0.721,164
0.723,169
0.725,164
0.727,183
0.729,177
0.731,169
0.733,191
0.735,156
0.737,152
0.739,170
0.741,176
0.743,166
0.745,170
0.747,164
0.749,133
0.751,144
0.753,148
0.755,155
0.757,140
0.759,148
0.761,148
0.763,149
0.765,155
0.767,155
0.769,136
0.771,133
0.773,135
0.775,154
0.777,149
0.779,151
0.781,137
0.783,121
0.785,153
0.787,140
0.789,129
0.791,135
0.793,159
0.795,135
0.797,144
0.799,138
0.801,136
0.803,134
0.805,137
0.807,151
0.809,156
0.811,144
0.8130000000000001,137
0.8150000000000001,135
0.8170000000000001,138
0.8190000000000001,124
0.8210000000000001,140
0.8230000000000001,135
0.8250000000000001,139
0.8270000000000001,142
0.8290000000000001,133
0.8310000000000001,150
0.833,126
0.835,151
0.837,122
0.839,159
0.841,146
0.843,118
0.845,120
0.847,134
0.849,139
0.851,110
0.853,129
0.855,133
0.857,126
0.859,109
0.861,105
0.863,145
0.865,122
0.867,123
0.869,111
0.871,126
0.873,125
0.875,123
0.877,118
0.879,139
0.881,104
0.883,100
0.885,109
0.887,107
0.889,97
0.891,136
0.893,121
0.895,125
0.897,118
0.899,116
0.901,139
0.903,125
0.905,112
0.907,128
0.909,98
0.911,102
0.913,111
0.915,92
0.917,104
0.919,94
0.921,98
0.923,127
0.925,118
0.927,93
0.929,119
0.931,127
0.933,125
0.935,100
0.937,103
0.9390000000000001,94
0.9410000000000001,108
0.9430000000000001,105
0.9450000000000001,104
0.9470000000000001,95
0.9490000000000001,113
0.9510000000000001,97
0.9530000000000001,111
0.9550000000000001,113
0.9570000000000001,106
0.9590000000000001,114
0.961,111
0.963,102
0.965,105
0.967,131
0.969,99
0.971,102
0.973,115
0.975,101
0.977,98
0.979,99
0.981,108
0.983,103
0.985,109
0.987,89
0.989,105
0.991,94
0.993,117
0.995,93
0.997,112
0.999,87
1.001,94
1.0030000000000001,94
1.005,85
1.0070000000000001,97
1.009,85
1.0110000000000001,74
1.013,95
1.0150000000000001,69
1.017,96
1.0190000000000001,104
1.021,85
1.0230000000000001,93
1.025,83
1.0270000000000001,89
1.029,89
1.0310000000000001,97
1.033,93
1.0350000000000001,85
1.037,77
1.0390000000000001,81
1.041,101
1.0430000000000001,87
1.045,105
1.0470000000000002,94
1.049,92
1.0510000000000002,100
1.053,104
1.0550000000000002,90
1.057,95
1.0590000000000002,74
1.061,75
1.0630000000000002,83
1.065,88
1.0670000000000002,91
1.069,81
1.0710000000000002,78
1.073,85
1.0750000000000002,80
1.077,89
1.0790000000000002,97
1.081,78
1.0830000000000002,92
1.085,66
1.0870000000000002,88
1.089,80
1.0910000000000002,72
1.093,71
1.0950000000000002,79
1.097,91
1.0990000000000002,86
1.101,105
1.1030000000000002,76
1.105,88
1.1070000000000002,77
1.109,74
1.1110000000000002,65
1.113,81
1.1150000000000002,82
1.117,58
1.1190000000000002,86
1.121,71
1.1230000000000002,89
1.125,82
1.1270000000000002,81
1.129,75
1.1310000000000002,75
1.133,94
1.1350000000000002,84
1.137,79
1.1390000000000002,70
1.141,77
1.1430000000000002,68
1.145,85
1.1470000000000002,84
1.149,76
1.1510000000000002,73
1.153,69
1.1549999999999998,78
1.157,66
1.1589999999999998,75
1.161,85
1.1629999999999998,70
1.165,64
1.1669999999999998,74
1.169,71
1.1709999999999998,72
1.173,68
1.1749999999999998,77
1.177,83
1.1789999999999998,86
1.181,66
1.1829999999999998,70
1.185,60
1.1869999999999998,78
1.189,61
1.1909999999999998,71
1.193,61
1.1949999999999998,75
1.197,67
1.1989999999999998,64
1.201,73
1.2029999999999998,74
1.205,79
1.2069999999999999,67
1.209,66
1.2109999999999999,52
1.213,55
1.2149999999999999,72
1.217,79
1.2189999999999999,60
1.221,76
1.2229999999999999,61
1.225,59
1.2269999999999999,56
1.229,68
1.2309999999999999,59
1.233,54
1.2349999999999999,62
1.237,56
1.2389999999999999,61
1.241,63
1.2429999999999999,68
1.245,63
1.2469999999999999,70
1.249,78
1.251,56
1.2530000000000001,79
1.255,60
1.2570000000000001,60
1.259,69
1.2610000000000001,63
1.263,67
1.2650000000000001,61
1.267,48
1.2690000000000001,56
1.271,58
1.2730000000000001,68
1.275,65
1.2770000000000001,52
1.279,62
1.2810000000000001,58
1.283,65
1.2850000000000001,70
1.287,58
1.2890000000000001,66
1.291,63
1.2930000000000001,71
1.295,70
1.2970000000000002,52
1.299,53
1.3010000000000002,72
1.303,63
1.3050000000000002,65
1.307,46
1.3090000000000002,47
1.311,67
1.3130000000000002,49
1.315,70
1.3170000000000002,41
1.319,66
1.3210000000000002,58
1.323,64
1.3250000000000002,54
1.327,56
1.3290000000000002,48
1.331,53
1.3330000000000002,53
1.335,59
1.3370000000000002,58
1.339,71
1.3410000000000002,49
1.343,54
1.3450000000000002,54
1.347,50
1.3490000000000002,56
1.351,70
1.3530000000000002,73
1.355,56
1.3570000000000002,64
1.359,60
1.3610000000000002,46
1.363,51
1.3650000000000002,69
1.367,49
1.3690000000000002,41
1.371,57
1.3730000000000002,68
1.375,53
1.3770000000000002,53
1.379,55
1.3810000000000002,50
1.383,52
1.3850000000000002,49
1.387,72
1.3890000000000002,43
1.391,51
1.3930000000000002,56
1.395,60
1.3970000000000002,52
1.399,54
1.4010000000000002,59
1.403,53
1.4050000000000002,51
1.407,46
1.4089999999999998,51
1.411,46
1.4129999999999998,59
1.415,59
1.4169999999999998,62
1.419,45
1.4209999999999998,55
1.423,53
1.4249999999999998,48
1.427,49
1.4289999999999998,43
1.431,41
1.4329999999999998,40
1.435,44
1.4369999999999998,48
1.439,49
1.4409999999999998,54
1.443,50
1.4449999999999998,63
1.447,44
1.4489999999999998,38
1.451,69
1.4529999999999998,48
1.455,68
1.4569999999999999,52
1.459,47
1.4609999999999999,58
1.463,47
1.4649999999999999,50
1.467,51
1.4689999999999999,46
1.471,53
1.4729999999999999,39
1.475,46
1.4769999999999999,53
1.479,51
1.4809999999999999,50
1.483,47
1.4849999999999999,53
1.487,45
1.4889999999999999,51
1.491,50
1.4929999999999999,57
1.495,47
1.4969999999999999,46
1.499,52
1.501,61
1.5030000000000001,51
1.505,44
1.5070000000000001,44
1.509,44
1.5110000000000001,39
1.513,36
1.5150000000000001,40
1.517,46
1.5190000000000001,47
1.521,36
1.5230000000000001,53
1.525,35
1.5270000000000001,37
1.529,41
1.5310000000000001,43
1.533,31
1.5350000000000001,40
1.537,45
1.5390000000000001,40
1.541,33
1.5430000000000001,50
1.545,44
1.5470000000000002,34
1.549,35
1.5510000000000002,46
1.553,49
1.5550000000000002,48
1.557,48
1.5590000000000002,48
1.561,44
1.5630000000000002,42
1.565,37
1.5670000000000002,51
1.569,41
1.5710000000000002,44
1.573,41
1.5750000000000002,39
1.577,58
1.5790000000000002,36
1.581,33
1.5830000000000002,45
1.585,44
1.5870000000000002,43
1.589,51
1.5910000000000002,35
1.593,52
1.5950000000000002,45
1.597,26
1.5990000000000002,35
1.601,39
1.6030000000000002,30
1.605,40
1.6070000000000002,39
1.609,27
1.6110000000000002,38
1.613,40
1.6150000000000002,60
1.617,35
1.6190000000000002,41
1.621,44
1.6230000000000002,24
1.625,40
1.6270000000000002,30
1.629,36
1.6310000000000002,34
1.633,39
1.6350000000000002,45
1.637,37
1.6390000000000002,29
1.641,34
1.6430000000000002,38
1.645,33
1.6470000000000002,40
1.649,41
1.6510000000000002,49
1.653,33
1.6550000000000002,34
1.657,33
1.6590000000000003,44
1.661,28
1.6630000000000003,43
1.665,41
1.6669999999999998,44
1.669,46
1.6709999999999998,49
1.673,36
1.6749999999999998,28
1.677,42
1.6789999999999998,37
1.681,31
1.6829999999999998,35
1.685,54
1.6869999999999998,39
1.689,36
1.6909999999999998,27
1.693,28
1.6949999999999998,47
1.697,37
1.6989999999999998,34
1.701,40
1.7029999999999998,33
1.705,37
1.7069999999999999,35
1.709,38
1.7109999999999999,38
1.713,57
1.7149999999999999,48
1.717,33
1.7189999999999999,35
1.721,34
1.7229999999999999,26
1.725,32
1.7269999999999999,28
1.729,34
1.7309999999999999,34
1.733,40
1.7349999999999999,37
1.737,37
1.7389999999999999,43
1.741,28
1.7429999999999999,41
1.745,34
1.7469999999999999,31
1.749,35
1.751,47
1.7530000000000001,31
1.755,44
1.7570000000000001,30
1.759,34
1.7610000000000001,28
1.763,34
1.7650000000000001,39
1.767,46
1.7690000000000001,44
1.771,32
1.7730000000000001,29
1.775,22
1.7770000000000001,28
1.779,29
1.7810000000000001,28
1.783,28
1.7850000000000001,26
1.787,41
1.7890000000000001,40
1.791,35
1.7930000000000001,40
1.795,28
1.7970000000000002,37
1.799,38
1.8010000000000002,38
1.803,33
1.8050000000000002,37
1.807,34
1.8090000000000002,31
1.811,31
1.8130000000000002,24
1.815,35
1.8170000000000002,29
1.819,34
1.8210000000000002,30
1.823,26
1.8250000000000002,38
1.827,34
1.8290000000000002,29
1.831,25
1.8330000000000002,30
1.835,21
1.8370000000000002,28
1.839,36
1.8410000000000002,28
1.843,32
1.8450000000000002,25
1.847,34
1.8490000000000002,31
1.851,22
1.8530000000000002,27
1.855,34
1.8570000000000002,34
1.859,30
1.8610000000000002,28
1.863,28
1.8650000000000002,22
1.867,37
1.8690000000000002,24
1.871,27
1.8730000000000002,21
1.875,32
1.8770000000000002,29
1.879,23
1.8810000000000002,24
1.883,34
1.8850000000000002,39
1.887,36
1.8890000000000002,39
1.891,29
1.8930000000000002,28
1.895,26
1.8970000000000002,27
1.899,35
1.9010000000000002,32
1.903,24
1.9050000000000002,26
1.907,25
1.9090000000000003,28
1.911,25
1.9130000000000003,31
1.915,28
1.9170000000000003,30
1.919,33
1.9209999999999998,21
1.923,26
1.9249999999999998,23
1.927,25
1.9289999999999998,28
1.931,23
1.9329999999999998,26
1.935,32
1.9369999999999998,24
1.939,37
1.9409999999999998,35
1.943,17
1.9449999999999998,34
1.947,25
1.9489999999999998,21
1.951,26
1.9529999999999998,30
1.955,20
1.9569999999999999,18
1.959,37
1.9609999999999999,20
1.963,31
1.9649999999999999,32
1.967,27
1.9689999999999999,20
1.971,30
1.9729999999999999,30
1.975,31
1.9769999999999999,24
1.979,25
1.9809999999999999,24
1.983,34
1.9849999999999999,26
1.987,24
1.9889999999999999,43
1.991,20
1.9929999999999999,29
1.995,27
1.9969999999999999,22
1.999,32
2.0010000000000003,25
2.003,26
2.005,16
2.007,34
2.0090000000000003,36
2.011,25
2.013,23
2.015,22
2.0170000000000003,30
2.019,16
2.021,26
2.023,32
2.0250000000000004,23
2.027,27
2.029,25
2.031,25
2.0330000000000004,26
2.035,36
2.037,26
2.039,26
2.0410000000000004,24
2.043,30
2.045,26
2.047,37
2.049,30
2.051,29
2.053,26
2.0549999999999997,33
2.057,18
2.059,31
2.061,24
2.0629999999999997,19
2.065,21
2.067,29
2.069,23
2.0709999999999997,30
2.073,20
2.075,21
2.077,18
2.0789999999999997,23
2.081,16
2.083,19
2.085,17
2.0869999999999997,22
2.089,20
2.091,22
2.093,24
2.0949999999999998,21
2.097,18
2.099,17
2.101,28
2.1029999999999998,28
2.105,21
2.107,20
2.109,25
2.1109999999999998,14
2.113,26
2.115,21
2.117,17
2.1189999999999998,20
2.121,27
2.123,29
2.125,24
2.127,20
2.129,21
2.1310000000000002,26
2.133,22
2.135,24
2.137,31
2.1390000000000002,21
2.141,20
2.143,18
2.145,23
2.1470000000000002,22
2.149,33
2.151,18
2.153,29
2.1550000000000002,18
2.157,28
2.159,16
2.161,23
2.1630000000000003,17
2.165,22
2.167,21
2.169,27
2.1710000000000003,24
2.173,21
2.175,26
2.177,29
2.1790000000000003,25
2.181,23
2.183,21
2.185,26
2.1870000000000003,24
2.189,18
2.191,20
2.193,19
2.1950000000000003,24
2.197,24
2.199,16
2.201,12
2.2030000000000003,22
2.205,22
2.207,18
2.209,19
2.2110000000000003,27
2.213,14
2.215,23
2.217,28
2.2190000000000003,24
2.221,23
2.223,26
2.225,18
2.2270000000000003,24
2.229,24
2.231,18
2.233,25
2.2350000000000003,17
2.237,20
2.239,23
2.241,25
2.2430000000000003,24
2.245,27
2.247,22
2.249,23
2.2510000000000003,26
2.253,10
2.255,21
2.257,19
2.2590000000000003,28
2.261,14
2.263,18
2.265,15
2.2670000000000003,22
2.269,16
2.271,23
2.273,20
2.2750000000000004,20
2.277,17
2.279,17
2.281,21
2.2830000000000004,23
2.285,22
2.287,21
2.289,12
2.2910000000000004,15
2.293,23
2.295,21
2.297,20
2.2990000000000004,18
2.301,16
2.303,21
2.305,24
2.307,20
2.309,21
2.311,11
2.3129999999999997,17
2.315,19
2.317,13
2.319,20
2.3209999999999997,24
2.323,25
2.325,26
2.327,18
2.3289999999999997,17
2.331,28
2.333,19
2.335,25
2.3369999999999997,16
2.339,23
2.341,19
2.343,16
2.3449999999999998,11
2.347,18
2.349,18
2.351,17
2.3529999999999998,26
2.355,14
2.357,16
2.359,16
2.3609999999999998,9
2.363,22
2.365,21
2.367,21
2.3689999999999998,17
2.371,13
2.373,16
2.375,16
2.377,22
2.379,17
2.3810000000000002,19
2.383,18
2.385,16
2.387,19
2.3890000000000002,21
2.391,14
2.393,19
2.395,9
2.3970000000000002,16
2.399,20
2.401,22
2.403,10
2.4050000000000002,16
2.407,18
2.409,21
2.411,21
2.4130000000000003,23
2.415,19
2.417,16
2.419,22
2.4210000000000003,20
2.423,20
2.425,17
2.427,10
2.4290000000000003,13
2.431,14
2.433,13
2.435,18
2.4370000000000003,14
2.439,15
2.441,15
2.443,13
2.4450000000000003,11
2.447,11
2.449,22
2.451,22
2.4530000000000003,18
2.455,25
2.457,20
2.459,16
2.4610000000000003,13
2.463,14
2.465,15
2.467,17
2.4690000000000003,16
2.471,19
2.473,13
2.475,12
2.4770000000000003,21
2.479,16
2.481,14
2.483,20
2.4850000000000003,18
2.487,15
2.489,11
2.491,21
2.4930000000000003,18
2.495,10
2.497,21
2.499,19
2.5010000000000003,15
2.503,18
2.505,16
2.507,10
2.5090000000000003,12
2.511,23
2.513,21
2.515,20
2.5170000000000003,14
2.519,9
2.521,13
2.523,15
2.5250000000000004,15
2.527,12
2.529,18
2.531,11
2.5330000000000004,16
2.535,15
2.537,19
2.539,15
2.5410000000000004,12
2.543,19
2.545,9
2.547,11
2.5490000000000004,22
2.551,13
2.553,13
2.555,21
2.5570000000000004,16
2.559,16
2.561,23
2.5629999999999997,13
2.565,18
2.567,17
2.569,17
2.5709999999999997,20
2.573,14
2.575,14
2.577,15
2.5789999999999997,11
2.581,10
2.583,10
2.585,10
2.5869999999999997,17
2.589,6
2.591,14
2.593,16
2.5949999999999998,17
2.597,11
2.599,17
2.601,11
2.6029999999999998,12
2.605,17
2.607,25
2.609,9
2.6109999999999998,14
2.613,20
2.615,15
2.617,10
2.6189999999999998,15
2.621,18
2.623,17
2.625,17
2.627,9
2.629,11
2.6310000000000002,17
2.633,16
2.635,14
2.637,10
2.6390000000000002,12
2.641,13
2.643,13
2.645,11
2.6470000000000002,17
2.649,11
2.651,14
2.653,22
2.6550000000000002,17
2.657,11
2.659,11
2.661,7
2.6630000000000003,14
2.665,11
2.667,14
2.669,18
2.6710000000000003,21
2.673,14
2.675,10
2.677,14
2.6790000000000003,15
2.681,15
2.683,12
2.685,20
2.6870000000000003,16
2.689,15
2.691,13
2.693,17
2.6950000000000003,13
2.697,20
2.699,17
2.701,18
2.7030000000000003,7
2.705,9
2.707,18
2.709,19
2.7110000000000003,17
2.713,6
2.715,13
2.717,19
2.7190000000000003,12
2.721,14
2.723,15
2.725,12
2.7270000000000003,15
2.729,8
2.731,9
2.733,5
2.7350000000000003,20
2.737,22
2.739,13
2.741,15
2.7430000000000003,15
2.745,8
2.747,13
2.749,9
2.7510000000000003,7
2.753,7
2.755,8
2.757,24
2.7590000000000003,20
2.761,9
2.763,13
2.765,11
2.7670000000000003,11
2.769,11
2.771,14
2.773,12
2.7750000000000004,11
2.777,8
2.779,11
2.781,2
2.7830000000000004,10
2.785,11
2.787,7
2.789,18
2.7910000000000004,12
2.793,9
2.795,11
2.797,18
2.7990000000000004,12
2.801,7
2.803,9
2.805,13
2.8070000000000004,8
2.809,9
2.811,10
2.813,12
2.815,18
2.817,9
2.819,10
2.8209999999999997,16
2.823,13
2.825,13
2.827,14
2.8289999999999997,8
2.831,6
2.833,10
2.835,12
2.8369999999999997,8
2.839,14
2.841,16
2.843,9
2.8449999999999998,6
2.847,17
2.849,8
2.851,10
2.8529999999999998,4
2.855,13
2.857,12
2.859,10
2.8609999999999998,8
2.863,7
2.865,5
2.867,13
2.8689999999999998,15
2.871,8
2.873,13
2.875,11
2.877,18
2.879,10
2.8810000000000002,10
2.883,8
2.885,18
2.887,7
2.8890000000000002,9
2.891,13
2.893,11
2.895,11
2.8970000000000002,16
2.899,8
2.901,18
2.903,12
2.9050000000000002,16
2.907,10
2.909,16
2.911,7
2.9130000000000003,12
2.915,11
2.917,12
2.919,6
2.9210000000000003,15
2.923,15
2.925,5
2.927,8
2.9290000000000003,13
2.931,8
2.933,11
2.935,2
2.9370000000000003,16
2.939,6
2.941,16
2.943,9
2.9450000000000003,11
2.947,12
2.949,10
2.951,11
2.9530000000000003,8
2.955,8
2.957,9
2.959,12
2.9610000000000003,8
2.963,14
2.965,11
2.967,11
2.9690000000000003,3
2.971,13
2.973,15
2.975,4
2.9770000000000003,15
2.979,15
2.981,9
2.983,14
2.9850000000000003,12
2.987,7
2.989,6
2.991,6
2.9930000000000003,16
2.995,13
2.997,9
2.999,9
3.0010000000000003,6
3.003,10
3.005,12
3.007,10
3.0090000000000003,9
3.011,7
3.013,12
3.015,9
3.0170000000000003,9
3.019,9
3.021,8
3.023,12
3.0250000000000004,11
3.027,1
3.029,10
3.031,8
3.0330000000000004,8
3.035,16
3.037,15
3.039,17
3.0410000000000004,12
3.043,11
3.045,8
3.047,12
3.0490000000000004,12
3.051,8
3.053,9
3.055,14
3.0570000000000004,13
3.059,9
3.061,14
3.063,9
3.0650000000000004,12
3.067,16
3.069,6
3.071,12
3.073,7
3.075,9
3.077,4
3.0789999999999997,12
3.081,7
3.083,12
3.085,9
3.0869999999999997,11
3.089,7
3.091,9
3.093,9
3.0949999999999998,9
3.097,12
3.099,17
3.101,10
3.1029999999999998,5
3.105,7
3.107,9
3.109,6
3.1109999999999998,8
3.113,15
3.115,12
3.117,13
3.1189999999999998,12
3.121,11
3.123,13
3.125,7
3.127,5
3.129,9
3.1310000000000002,12
3.133,6
3.135,8
3.137,10
3.1390000000000002,11
3.141,10
3.143,11
3.145,8
3.1470000000000002,7
3.149,10
3.151,5
3.153,5
3.1550000000000002,7
3.157,10
3.159,3
3.161,5
3.1630000000000003,10
3.165,6
3.167,6
3.169,6
3.1710000000000003,10
3.173,9
3.175,7
3.177,7
3.1790000000000003,5
3.181,6
3.183,6
3.185,11
3.1870000000000003,4
3.189,7
3.191,10
3.193,12
3.1950000000000003,10
3.197,7
3.199,9
3.201,11
3.2030000000000003,2
3.205,6
3.207,10
3.209,10
3.2110000000000003,7
3.213,10
3.215,8
3.217,10
3.2190000000000003,8
3.221,9
3.223,14
3.225,8
3.2270000000000003,5
3.229,6
3.231,6
3.233,9
3.2350000000000003,8
3.237,11
3.239,4
3.241,11
3.2430000000000003,13
3.245,7
3.247,8
3.249,6
3.2510000000000003,7
3.253,9
3.255,12
3.257,10
3.2590000000000003,9
3.261,3
3.263,9
3.265,6
3.2670000000000003,8
3.269,4
3.271,11
3.273,9
3.2750000000000004,6
3.277,8
3.279,10
3.281,5
3.2830000000000004,8
3.285,8
3.287,8
3.289,11
3.2910000000000004,8
3.293,9
3.295,4
3.297,4
3.2990000000000004,13
3.301,7
3.303,4
3.305,4
3.3070000000000004,7
3.309,6
3.311,7
3.313,11
3.3150000000000004,9
3.317,5
3.319,7
3.321,7
3.3230000000000004,7
3.325,10
3.327,8
3.329,9
3.331,7
3.333,8
3.335,6
3.3369999999999997,9
3.339,7
3.341,6
3.343,6
3.3449999999999998,7
3.347,7
3.349,10
3.351,6
3.3529999999999998,9
3.355,3
3.357,6
3.359,9
3.3609999999999998,4
3.363,2
3.365,9
3.367,6
3.3689999999999998,5
3.371,8
3.373,7
3.375,7
3.377,7
3.379,6
3.3810000000000002,7
3.383,8
3.385,9
3.387,5
3.3890000000000002,7
3.391,11
3.393,6
3.395,9
3.3970000000000002,7
3.399,10
3.401,6
3.403,8
3.4050000000000002,5
3.407,8
3.409,12
3.411,7
3.4130000000000003,9
3.415,7
3.417,7
3.419,4
3.4210000000000003,5
3.423,6
3.425,6
3.427,8
3.4290000000000003,4
3.431,6
3.433,1
3.435,4
3.4370000000000003,6
3.439,3
3.441,11
3.443,10
3.4450000000000003,10
3.447,8
3.449,10
3.451,8
3.4530000000000003,7
3.455,9
3.457,7
3.459,9
3.4610000000000003,5
3.463,2
3.465,9
3.467,8
3.4690000000000003,8
3.471,6
3.473,7
3.475,15
3.4770000000000003,7
3.479,4
3.481,10
3.483,5
3.4850000000000003,5
3.487,7
3.489,8
3.491,7
3.4930000000000003,11
3.495,7
3.497,5
3.499,12
3.5010000000000003,5
3.503,6
3.505,2
3.507,12
3.5090000000000003,8
3.511,10
3.513,5
3.515,8
3.5170000000000003,5
3.519,9
3.521,9
3.523,6
3.5250000000000004,3
3.527,9
3.529,8
3.531,10
3.5330000000000004,7
3.535,5
3.537,5
3.539,1
3.5410000000000004,3
3.543,10
3.545,4
3.547,9
3.5490000000000004,4
3.551,3
3.553,2
3.555,5
3.5570000000000004,10
3.559,6
3.561,7
3.563,8
3.5650000000000004,9
3.567,2
3.569,9
3.571,3
3.5730000000000004,2
3.575,4
3.577,6
3.579,3
3.5810000000000004,4
3.583,9
3.585,8
3.5869999999999997,7
3.589,8
3.591,6
3.593,8
3.5949999999999998,8
3.597,9
3.599,8
3.601,2
3.6029999999999998,6
3.605,9
3.607,4
3.609,6
3.6109999999999998,7
3.613,6
3.615,7
3.617,3
3.6189999999999998,5
3.621,4
3.623,8
3.625,9
3.627,7
3.629,9
3.6310000000000002,2
3.633,7
3.635,3
3.637,2
3.6390000000000002,5
3.641,7
3.643,11
3.645,4
3.6470000000000002,8
3.649,8
3.651,9
3.653,8
3.6550000000000002,6
3.657,5
3.659,9
3.661,4
3.6630000000000003,5
3.665,6
3.667,5
3.669,4
3.6710000000000003,7
3.673,5
3.675,7
3.677,6
3.6790000000000003,6
3.681,7
3.683,4
3.685,1
3.6870000000000003,11
3.689,10
3.691,4
3.693,3
3.6950000000000003,6
3.697,5
3.699,8
3.701,9
3.7030000000000003,7
3.705,9
3.707,7
3.709,7
3.7110000000000003,5
3.713,6
3.715,5
3.717,6
3.7190000000000003,5
3.721,6
3.723,9
3.725,5
3.7270000000000003,6
3.729,8
3.731,6
3.733,7
3.7350000000000003,9
3.737,8
3.739,8
3.741,4
3.7430000000000003,7
3.745,10
3.747,5
3.749,3
3.7510000000000003,5
3.753,5
3.755,5
3.757,8
