Energy_MeV,Counts
0.385,610
0.387,617
0.389,570
0.391,614
0.393,573
0.395,554
0.397,625
0.399,534
0.401,552
0.403,542
0.405,553
0.40700000000000003,573
0.40900000000000003,565
0.41100000000000003,561
0.41300000000000003,540
0.41500000000000004,546
0.41700000000000004,515
0.419,542
0.421,554
0.423,493
0.425,536
0.427,537
0.429,518
0.431,565
0.433,531
0.435,511
0.437,507
0.439,528
0.441,505
0.443,528
0.445,503
0.447,489
0.449,487
0.451,498
0.453,471
0.455,464
0.457,455
0.459,479
0.461,485
0.463,440
0.465,497
0.467,464
0.46900000000000003,467
0.47100000000000003,466
0.47300000000000003,427
0.47500000000000003,480
0.47700000000000004,469
0.479,489
0.481,448
0.483,490
0.485,421
0.487,415
0.489,478
0.491,440
0.493,449
0.495,443
0.497,411
0.499,474
0.501,438
0.503,443
0.505,443
0.507,418
0.509,434
0.511,836
0.513,413
0.515,447
0.517,393
0.519,424
0.521,411
0.523,400
0.525,416
0.527,436
0.529,385
0.531,399
0.533,386
0.535,388
0.537,416
0.539,376
0.541,390
0.543,400
0.545,375
0.547,375
0.549,373
0.551,386
0.553,408
0.555,388
0.557,394
0.559,405
0.561,348
0.5630000000000001,366
0.5650000000000001,357
0.5670000000000001,383
0.5690000000000001,343
0.5710000000000001,361
0.5730000000000001,347
0.5750000000000001,360
0.577,369
0.579,336
0.581,317
0.583,329
0.585,336
0.587,349
0.589,298
0.591,344
0.593,353
0.595,364
0.597,335
0.599,318
0.601,376
0.603,332
0.605,326
0.607,352
0.609,307
0.611,314
0.613,326
0.615,293
0.617,323
0.619,332
0.621,299
0.623,301
0.625,301
0.627,323
0.629,332
0.631,323
0.633,361
0.635,288
0.637,289
0.639,305
0.641,282
0.643,284
0.645,298
0.647,303
0.649,314
0.651,279
0.653,285
0.655,326
0.657,289
0.659,302
0.661,294
0.663,296
0.665,301
0.667,288
0.669,256
0.671,280
0.673,288
0.675,252
0.677,267
0.679,278
0.681,275
0.683,272
0.685,254
0.687,266
0.6890000000000001,263
0.6910000000000001,270
0.6930000000000001,247
0.6950000000000001,275
0.6970000000000001,259
0.6990000000000001,255
0.7010000000000001,300
0.7030000000000001,258
0.705,254
0.707,267
0.709,253
0.711,251
0.713,271
0.715,243
0.717,267
0.719,279
0.721,239
0.723,268
0.725,249
0.727,248
0.729,225
0.731,275
0.733,214
0.735,236
0.737,260
0.739,246
0.741,233
0.743,265
0.745,223
0.747,239
0.749,251
0.751,230
0.753,237
0.755,221
0.757,257
0.759,235
0.761,199
0.763,238
0.765,239
0.767,246
0.769,229
0.771,234
0.773,243
0.775,223
0.777,232
0.779,214
0.781,216
0.783,215
0.785,233
0.787,203
0.789,222
0.791,210
0.793,206
0.795,191
0.797,232
0.799,224
0.801,199
0.803,235
0.805,197
0.807,214
0.809,206
0.811,196
0.8130000000000001,229
0.8150000000000001,230
0.8170000000000001,230
0.8190000000000001,223
0.8210000000000001,219
0.8230000000000001,217
0.8250000000000001,199
0.8270000000000001,213
0.8290000000000001,196
0.8310000000000001,222
0.833,206
0.835,214
0.837,209
0.839,184
0.841,177
0.843,190
0.845,221
0.847,205
0.849,193
0.851,204
0.853,191
0.855,182
0.857,191
0.859,176
0.861,205
0.863,191
0.865,175
0.867,202
0.869,174
0.871,176
0.873,196
0.875,199
0.877,188
0.879,194
0.881,204
0.883,197
0.885,210
0.887,198
0.889,182
0.891,175
0.893,181
0.895,149
0.897,197
0.899,189
0.901,190
0.903,175
0.905,180
0.907,180
0.909,163
0.911,168
0.913,202
0.915,178
0.917,196
0.919,177
0.921,182
0.923,150
0.925,168
0.927,178
0.929,171
0.931,175
0.933,176
0.935,193
0.937,165
0.9390000000000001,169
0.9410000000000001,184
0.9430000000000001,141
0.9450000000000001,180
0.9470000000000001,180
0.9490000000000001,160
0.9510000000000001,162
0.9530000000000001,186
0.9550000000000001,167
0.9570000000000001,168
0.9590000000000001,156
0.961,164
0.963,156
0.965,182
0.967,166
0.969,159
0.971,174
0.973,162
0.975,146
0.977,165
0.979,150
0.981,184
0.983,143
0.985,134
0.987,151
0.989,161
0.991,185
0.993,145
0.995,160
0.997,143
0.999,163
1.001,132
1.0030000000000001,154
1.005,143
1.0070000000000001,135
1.009,155
1.0110000000000001,150
1.013,145
1.0150000000000001,137
1.017,169
1.0190000000000001,132
1.021,134
1.0230000000000001,168
1.025,150
1.0270000000000001,161
1.029,141
1.0310000000000001,131
1.033,163
1.0350000000000001,130
1.037,159
1.0390000000000001,142
1.041,150
1.0430000000000001,152
1.045,140
1.0470000000000002,142
1.049,133
1.0510000000000002,121
1.053,144
1.0550000000000002,132
1.057,132
1.0590000000000002,124
1.061,135
1.0630000000000002,135
1.065,141
1.0670000000000002,154
1.069,138
1.0710000000000002,139
1.073,143
1.0750000000000002,128
1.077,139
1.0790000000000002,110
1.081,139
1.0830000000000002,136
1.085,136
1.0870000000000002,102
1.089,147
1.0910000000000002,159
1.093,143
1.0950000000000002,107
1.097,122
1.0990000000000002,132
1.101,135
1.1030000000000002,106
1.105,139
1.1070000000000002,124
1.109,118
1.1110000000000002,117
1.113,123
1.1150000000000002,131
1.117,138
1.1190000000000002,137
1.121,124
1.1230000000000002,119
1.125,107
1.1270000000000002,129
1.129,127
1.1310000000000002,119
1.133,114
1.1350000000000002,133
1.137,124
1.1390000000000002,142
1.141,120
1.1430000000000002,122
1.145,126
1.1470000000000002,118
1.149,134
1.1510000000000002,113
1.153,127
1.1549999999999998,132
1.157,123
1.1589999999999998,122
1.161,115
1.1629999999999998,145
1.165,110
1.1669999999999998,129
1.169,112
1.1709999999999998,112
1.173,105
1.1749999999999998,117
1.177,115
1.1789999999999998,104
1.181,122
1.1829999999999998,117
1.185,121
1.1869999999999998,117
1.189,116
1.1909999999999998,104
1.193,112
1.1949999999999998,142
1.197,103
1.1989999999999998,105
1.201,110
1.2029999999999998,114
1.205,104
1.2069999999999999,101
1.209,118
1.2109999999999999,113
1.213,118
1.2149999999999999,110
1.217,97
1.2189999999999999,112
1.221,128
1.2229999999999999,117
1.225,100
1.2269999999999999,93
1.229,78
1.2309999999999999,122
1.233,98
1.2349999999999999,101
1.237,106
1.2389999999999999,111
1.241,92
1.2429999999999999,93
1.245,120
1.2469999999999999,104
1.249,119
1.251,111
1.2530000000000001,109
1.255,114
1.2570000000000001,96
1.259,89
1.2610000000000001,120
1.263,111
1.2650000000000001,88
1.267,113
1.2690000000000001,97
1.271,93
1.2730000000000001,100
1.275,108
1.2770000000000001,110
1.279,97
1.2810000000000001,87
1.283,99
1.2850000000000001,103
1.287,100
1.2890000000000001,104
1.291,107
1.2930000000000001,98
1.295,94
1.2970000000000002,96
1.299,103
1.3010000000000002,89
1.303,112
1.3050000000000002,98
1.307,98
1.3090000000000002,118
1.311,95
1.3130000000000002,97
1.315,92
1.3170000000000002,97
1.319,98
1.3210000000000002,93
1.323,88
1.3250000000000002,105
1.327,94
1.3290000000000002,90
1.331,94
1.3330000000000002,93
1.335,100
1.3370000000000002,89
1.339,107
1.3410000000000002,93
1.343,90
1.3450000000000002,88
1.347,80
1.3490000000000002,76
1.351,89
1.3530000000000002,89
1.355,91
1.3570000000000002,103
1.359,94
1.3610000000000002,80
1.363,85
1.3650000000000002,99
1.367,79
1.3690000000000002,91
1.371,103
1.3730000000000002,77
1.375,74
1.3770000000000002,79
1.379,81
1.3810000000000002,88
1.383,88
1.3850000000000002,88
1.387,80
1.3890000000000002,95
1.391,82
1.3930000000000002,100
1.395,73
1.3970000000000002,91
1.399,82
1.4010000000000002,81
1.403,80
1.4050000000000002,77
1.407,81
1.4089999999999998,68
1.411,83
1.4129999999999998,68
1.415,71
1.4169999999999998,85
1.419,85
1.4209999999999998,92
1.423,101
1.4249999999999998,95
1.427,79
1.4289999999999998,82
1.431,86
1.4329999999999998,76
1.435,82
1.4369999999999998,80
1.439,81
1.4409999999999998,98
1.443,86
1.4449999999999998,83
1.447,96
1.4489999999999998,76
1.451,73
1.4529999999999998,82
1.455,81
1.4569999999999999,74
1.459,93
1.4609999999999999,77
1.463,81
1.4649999999999999,87
1.467,96
1.4689999999999999,82
1.471,78
1.4729999999999999,76
1.475,80
1.4769999999999999,67
1.479,75
1.4809999999999999,67
1.483,75
1.4849999999999999,93
1.487,77
1.4889999999999999,90
1.491,65
1.4929999999999999,75
1.495,91
1.4969999999999999,58
1.499,87
1.501,71
1.5030000000000001,66
1.505,68
1.5070000000000001,66
1.509,85
1.5110000000000001,70
1.513,75
1.5150000000000001,62
1.517,74
1.5190000000000001,78
1.521,72
1.5230000000000001,62
1.525,67
1.5270000000000001,73
1.529,72
1.5310000000000001,86
1.533,64
1.5350000000000001,75
1.537,72
1.5390000000000001,59
1.541,74
1.5430000000000001,83
1.545,76
1.5470000000000002,75
1.549,74
1.5510000000000002,74
1.553,57
1.5550000000000002,72
1.557,68
1.5590000000000002,62
1.561,80
1.5630000000000002,75
1.565,81
1.5670000000000002,68
1.569,61
1.5710000000000002,89
1.573,73
1.5750000000000002,73
1.577,67
1.5790000000000002,67
1.581,68
1.5830000000000002,71
1.585,72
1.5870000000000002,63
1.589,68
1.5910000000000002,60
1.593,68
1.5950000000000002,72
1.597,59
1.5990000000000002,70
1.601,68
1.6030000000000002,64
1.605,71
1.6070000000000002,70
1.609,70
1.6110000000000002,81
1.613,52
1.6150000000000002,70
1.617,66
1.6190000000000002,51
1.621,64
1.6230000000000002,59
1.625,73
1.6270000000000002,79
1.629,65
1.6310000000000002,51
1.633,63
1.6350000000000002,73
1.637,48
1.6390000000000002,62
1.641,66
1.6430000000000002,64
1.645,73
1.6470000000000002,66
1.649,65
1.6510000000000002,55
1.653,57
1.6550000000000002,57
1.657,70
1.6590000000000003,63
1.661,72
1.6630000000000003,67
1.665,65
1.6669999999999998,52
1.669,63
1.6709999999999998,65
1.673,68
1.6749999999999998,46
1.677,62
1.6789999999999998,64
1.681,58
1.6829999999999998,67
1.685,52
1.6869999999999998,54
1.689,66
1.6909999999999998,60
1.693,65
1.6949999999999998,61
1.697,58
1.6989999999999998,53
1.701,67
1.7029999999999998,56
1.705,49
1.7069999999999999,55
1.709,51
1.7109999999999999,52
1.713,49
1.7149999999999999,48
1.717,63
1.7189999999999999,68
1.721,57
1.7229999999999999,47
1.725,59
1.7269999999999999,57
1.729,58
1.7309999999999999,61
1.733,45
1.7349999999999999,63
1.737,55
1.7389999999999999,48
1.741,57
1.7429999999999999,51
1.745,41
1.7469999999999999,59
1.749,77
1.751,50
1.7530000000000001,56
1.755,48
1.7570000000000001,66
1.759,53
1.7610000000000001,56
1.763,62
1.7650000000000001,54
1.767,60
1.7690000000000001,43
1.771,54
1.7730000000000001,59
1.775,55
1.7770000000000001,45
1.779,51
1.7810000000000001,55
1.783,55
1.7850000000000001,54
1.787,43
1.7890000000000001,74
1.791,45
1.7930000000000001,56
1.795,60
1.7970000000000002,57
1.799,45
1.8010000000000002,57
1.803,53
1.8050000000000002,50
1.807,55
1.8090000000000002,50
1.811,44
1.8130000000000002,58
1.815,58
1.8170000000000002,62
1.819,53
1.8210000000000002,49
1.823,56
1.8250000000000002,51
1.827,52
1.8290000000000002,50
1.831,57
1.8330000000000002,52
1.835,58
1.8370000000000002,42
1.839,54
1.8410000000000002,48
1.843,54
1.8450000000000002,43
1.847,67
1.8490000000000002,54
1.851,41
1.8530000000000002,54
1.855,47
1.8570000000000002,52
1.859,45
1.8610000000000002,52
1.863,35
1.8650000000000002,51
1.867,51
1.8690000000000002,53
1.871,48
1.8730000000000002,56
1.875,46
1.8770000000000002,39
1.879,59
1.8810000000000002,42
1.883,50
1.8850000000000002,40
1.887,48
1.8890000000000002,42
1.891,44
1.8930000000000002,51
1.895,52
1.8970000000000002,54
1.899,31
1.9010000000000002,54
1.903,37
1.9050000000000002,44
1.907,50
1.9090000000000003,47
1.911,42
1.9130000000000003,44
1.915,41
1.9170000000000003,42
1.919,45
1.9209999999999998,36
1.923,49
1.9249999999999998,46
1.927,47
1.9289999999999998,40
1.931,38
1.9329999999999998,47
1.935,49
1.9369999999999998,38
1.939,39
1.9409999999999998,37
1.943,41
1.9449999999999998,45
1.947,48
1.9489999999999998,45
1.951,30
1.9529999999999998,37
1.955,38
1.9569999999999999,39
1.959,49
1.9609999999999999,39
1.963,46
1.9649999999999999,42
1.967,41
1.9689999999999999,48
1.971,36
1.9729999999999999,46
1.975,44
1.9769999999999999,31
1.979,40
1.9809999999999999,40
1.983,48
1.9849999999999999,47
1.987,39
1.9889999999999999,47
1.991,49
1.9929999999999999,43
1.995,44
1.9969999999999999,25
1.999,30
2.0010000000000003,43
2.003,51
2.005,48
2.007,34
2.0090000000000003,47
2.011,33
2.013,33
2.015,42
2.0170000000000003,35
2.019,38
2.021,38
2.023,41
2.0250000000000004,49
2.027,41
2.029,39
2.031,37
2.0330000000000004,37
2.035,44
2.037,50
2.039,51
2.0410000000000004,39
2.043,43
2.045,34
2.047,30
2.049,45
2.051,35
2.053,35
2.0549999999999997,37
2.057,37
2.059,53
2.061,34
2.0629999999999997,37
2.065,40
2.067,30
2.069,35
2.0709999999999997,28
2.073,38
2.075,39
2.077,36
2.0789999999999997,34
2.081,38
2.083,30
2.085,47
2.0869999999999997,28
2.089,42
2.091,36
2.093,35
2.0949999999999998,45
2.097,49
2.099,35
2.101,33
2.1029999999999998,37
2.105,44
2.107,37
2.109,34
2.1109999999999998,36
2.113,31
2.115,40
2.117,37
2.1189999999999998,30
2.121,34
2.123,36
2.125,45
2.127,34
2.129,34
2.1310000000000002,27
2.133,32
2.135,38
2.137,30
2.1390000000000002,34
2.141,35
2.143,33
2.145,34
2.1470000000000002,38
2.149,38
2.151,35
2.153,39
2.1550000000000002,35
2.157,36
2.159,44
2.161,31
2.1630000000000003,44
2.165,28
2.167,39
2.169,36
2.1710000000000003,36
2.173,32
2.175,31
2.177,46
2.1790000000000003,40
2.181,32
2.183,31
2.185,35
2.1870000000000003,32
2.189,38
2.191,40
2.193,25
2.1950000000000003,33
2.197,32
2.199,35
2.201,36
2.2030000000000003,41
2.205,34
2.207,31
2.209,37
2.2110000000000003,35
2.213,42
2.215,38
2.217,31
2.2190000000000003,30
2.221,41
2.223,36
2.225,37
2.2270000000000003,24
2.229,31
2.231,30
2.233,43
2.2350000000000003,31
2.237,40
2.239,51
2.241,35
2.2430000000000003,35
2.245,31
2.247,38
2.249,40
2.2510000000000003,33
2.253,26
2.255,23
2.257,26
2.2590000000000003,33
2.261,41
2.263,30
2.265,29
2.2670000000000003,24
2.269,27
2.271,33
2.273,32
2.2750000000000004,32
2.277,31
2.279,22
2.281,26
2.2830000000000004,25
2.285,36
2.287,37
2.289,24
2.2910000000000004,31
2.293,30
2.295,17
2.297,35
2.2990000000000004,28
2.301,26
2.303,27
2.305,27
2.307,34
2.309,36
2.311,27
2.3129999999999997,26
2.315,18
2.317,28
2.319,30
2.3209999999999997,26
2.323,24
2.325,30
2.327,21
2.3289999999999997,23
2.331,29
2.333,30
2.335,28
2.3369999999999997,26
2.339,28
2.341,26
2.343,20
2.3449999999999998,31
2.347,21
2.349,34
2.351,24
2.3529999999999998,30
2.355,32
2.357,31
2.359,31
2.3609999999999998,38
2.363,31
2.365,20
2.367,38
2.3689999999999998,40
2.371,23
2.373,20
2.375,22
2.377,35
2.379,28
2.3810000000000002,37
2.383,30
2.385,28
2.387,17
2.3890000000000002,35
2.391,24
2.393,39
2.395,28
2.3970000000000002,25
2.399,29
2.401,32
2.403,24
2.4050000000000002,34
2.407,34
2.409,23
2.411,17
2.4130000000000003,26
2.415,30
2.417,33
2.419,36
2.4210000000000003,26
2.423,26
2.425,26
2.427,27
2.4290000000000003,38
2.431,16
2.433,25
2.435,31
2.4370000000000003,33
2.439,20
2.441,21
2.443,22
2.4450000000000003,21
2.447,25
2.449,30
2.451,22
2.4530000000000003,34
2.455,24
2.457,31
2.459,29
2.4610000000000003,26
2.463,21
2.465,18
2.467,23
2.4690000000000003,27
2.471,18
2.473,20
2.475,30
2.4770000000000003,26
2.479,21
2.481,29
2.483,29
2.4850000000000003,23
2.487,36
2.489,17
2.491,33
2.4930000000000003,27
2.495,22
2.497,30
2.499,31
2.5010000000000003,21
2.503,34
2.505,24
2.507,23
2.5090000000000003,26
2.511,26
2.513,22
2.515,31
2.5170000000000003,27
2.519,33
2.521,28
2.523,27
2.5250000000000004,24
2.527,32
2.529,18
2.531,20
2.5330000000000004,24
2.535,25
2.537,22
2.539,29
2.5410000000000004,21
2.543,24
2.545,24
2.547,24
2.5490000000000004,24
2.551,20
2.553,25
2.555,30
2.5570000000000004,29
2.559,24
2.561,25
2.5629999999999997,15
2.565,22
2.567,25
2.569,23
2.5709999999999997,22
2.573,20
2.575,21
2.577,24
2.5789999999999997,22
2.581,27
2.583,28
2.585,25
2.5869999999999997,23
2.589,20
2.591,14
2.593,15
2.5949999999999998,23
2.597,24
2.599,19
2.601,23
2.6029999999999998,28
2.605,22
2.607,23
2.609,33
2.6109999999999998,20
2.613,19
2.615,19
2.617,28
2.6189999999999998,20
2.621,18
2.623,29
2.625,25
2.627,16
2.629,27
2.6310000000000002,18
2.633,15
2.635,22
2.637,22
2.6390000000000002,18
2.641,26
2.643,17
2.645,22
2.6470000000000002,20
2.649,33
2.651,15
2.653,19
2.6550000000000002,21
2.657,22
2.659,10
2.661,19
2.6630000000000003,17
2.665,32
2.667,27
2.669,17
2.6710000000000003,22
2.673,25
2.675,22
2.677,24
2.6790000000000003,18
2.681,22
2.683,16
2.685,16
2.6870000000000003,18
2.689,23
2.691,11
2.693,32
2.6950000000000003,26
2.697,21
2.699,19
2.701,26
2.7030000000000003,20
2.705,24
2.707,12
2.709,35
2.7110000000000003,20
2.713,31
2.715,13
2.717,29
2.7190000000000003,24
2.721,31
2.723,21
2.725,18
2.7270000000000003,15
2.729,27
2.731,20
2.733,15
2.7350000000000003,17
2.737,24
2.739,20
2.741,28
2.7430000000000003,23
2.745,25
2.747,22
2.749,17
2.7510000000000003,23
2.753,19
2.755,19
2.757,20
2.7590000000000003,25
2.761,17
2.763,18
2.765,14
2.7670000000000003,17
2.769,24
2.771,18
2.773,21
2.7750000000000004,21
2.777,20
2.779,17
2.781,21
2.7830000000000004,18
2.785,23
2.787,21
2.789,21
2.7910000000000004,15
2.793,23
2.795,22
2.797,26
2.7990000000000004,22
2.801,23
2.803,18
2.805,20
2.8070000000000004,14
2.809,18
2.811,16
2.813,23
2.815,27
2.817,16
2.819,29
2.8209999999999997,20
2.823,31
2.825,12
2.827,20
2.8289999999999997,17
2.831,22
2.833,13
2.835,19
2.8369999999999997,10
2.839,25
2.841,25
2.843,27
2.8449999999999998,21
2.847,12
2.849,19
2.851,17
2.8529999999999998,20
2.855,20
2.857,21
2.859,21
2.8609999999999998,11
2.863,19
2.865,17
2.867,23
2.8689999999999998,11
2.871,21
2.873,14
2.875,16
2.877,21
2.879,18
2.8810000000000002,13
2.883,19
2.885,21
2.887,18
2.8890000000000002,13
2.891,20
2.893,15
2.895,24
2.8970000000000002,16
2.899,20
2.901,18
2.903,23
2.9050000000000002,21
2.907,24
2.909,23
2.911,22
2.9130000000000003,27
2.915,22
2.917,12
2.919,18
2.9210000000000003,19
2.923,26
2.925,15
2.927,13
2.9290000000000003,11
2.931,21
2.933,18
2.935,7
2.9370000000000003,14
2.939,10
2.941,23
2.943,15
2.9450000000000003,21
2.947,20
2.949,13
2.951,16
2.9530000000000003,19
2.955,23
2.957,17
2.959,27
2.9610000000000003,18
2.963,10
2.965,18
2.967,19
2.9690000000000003,19
2.971,16
2.973,17
2.975,16
2.9770000000000003,21
2.979,26
2.981,12
2.983,19
2.9850000000000003,15
2.987,26
2.989,24
2.991,15
2.9930000000000003,9
2.995,16
2.997,19
2.999,19
3.0010000000000003,20
3.003,14
3.005,12
3.007,15
3.0090000000000003,11
3.011,11
3.013,17
3.015,17
3.0170000000000003,17
3.019,14
3.021,11
3.023,18
3.0250000000000004,12
3.027,19
3.029,11
3.031,27
3.0330000000000004,13
3.035,13
3.037,24
3.039,13
3.0410000000000004,7
3.043,16
3.045,11
3.047,16
3.0490000000000004,21
3.051,18
3.053,21
3.055,17
3.0570000000000004,19
3.059,14
3.061,14
3.063,21
3.0650000000000004,15
3.067,15
3.069,18
3.071,20
3.073,16
3.075,15
3.077,20
3.0789999999999997,18
3.081,19
3.083,24
3.085,12
3.0869999999999997,13
3.089,13
3.091,18
3.093,13
3.0949999999999998,13
3.097,18
3.099,10
3.101,17
3.1029999999999998,14
3.105,17
3.107,13
3.109,25
3.1109999999999998,11
3.113,22
3.115,16
3.117,21
3.1189999999999998,15
3.121,19
3.123,16
3.125,17
3.127,14
3.129,16
3.1310000000000002,16
3.133,11
3.135,12
3.137,18
3.1390000000000002,13
3.141,8
3.143,13
3.145,14
3.1470000000000002,13
3.149,18
3.151,9
3.153,17
3.1550000000000002,12
3.157,12
3.159,14
3.161,13
3.1630000000000003,14
3.165,12
3.167,15
3.169,21
3.1710000000000003,17
3.173,14
3.175,10
3.177,16
3.1790000000000003,16
3.181,6
3.183,15
3.185,15
3.1870000000000003,19
3.189,14
3.191,14
3.193,19
3.1950000000000003,9
3.197,17
3.199,16
3.201,16
3.2030000000000003,12
3.205,14
3.207,16
3.209,19
3.2110000000000003,9
3.213,22
3.215,12
3.217,16
3.2190000000000003,13
3.221,8
3.223,17
3.225,12
3.2270000000000003,15
3.229,11
3.231,14
3.233,14
3.2350000000000003,15
3.237,16
3.239,6
3.241,16
3.2430000000000003,8
3.245,15
3.247,19
3.249,25
3.2510000000000003,10
3.253,15
3.255,11
3.257,20
3.2590000000000003,8
3.261,7
3.263,18
3.265,9
3.2670000000000003,12
3.269,10
3.271,11
3.273,15
3.2750000000000004,15
3.277,25
3.279,17
3.281,18
3.2830000000000004,12
3.285,12
3.287,16
3.289,12
3.2910000000000004,15
3.293,13
3.295,13
3.297,17
3.2990000000000004,15
3.301,9
3.303,12
3.305,7
3.3070000000000004,19
3.309,15
3.311,11
3.313,17
3.3150000000000004,11
3.317,9
3.319,16
3.321,11
3.3230000000000004,11
3.325,5
3.327,10
3.329,12
3.331,13
3.333,6
3.335,12
3.3369999999999997,16
3.339,14
3.341,12
3.343,14
3.3449999999999998,17
3.347,11
3.349,18
3.351,13
3.3529999999999998,13
3.355,12
3.357,9
3.359,7
3.3609999999999998,15
3.363,16
3.365,13
3.367,10
3.3689999999999998,10
3.371,13
3.373,17
3.375,8
3.377,7
3.379,14
3.3810000000000002,17
3.383,13
3.385,9
3.387,18
3.3890000000000002,11
3.391,10
3.393,15
3.395,18
3.3970000000000002,9
3.399,12
3.401,7
3.403,17
3.4050000000000002,14
3.407,18
3.409,14
3.411,14
3.4130000000000003,9
3.415,13
3.417,10
3.419,16
3.4210000000000003,11
3.423,11
3.425,10
3.427,11
3.4290000000000003,9
3.431,10
3.433,12
3.435,12
3.4370000000000003,11
3.439,8
3.441,18
3.443,15
3.4450000000000003,8
3.447,10
3.449,8
3.451,9
3.4530000000000003,10
3.455,7
3.457,4
3.459,13
3.4610000000000003,11
3.463,13
3.465,14
3.467,10
3.4690000000000003,4
3.471,6
3.473,18
3.475,7
3.4770000000000003,11
3.479,7
3.481,8
3.483,9
3.4850000000000003,10
3.487,6
3.489,10
3.491,18
3.4930000000000003,11
3.495,14
3.497,8
3.499,9
3.5010000000000003,15
3.503,14
3.505,8
3.507,17
3.5090000000000003,10
3.511,10
3.513,8
3.515,10
3.5170000000000003,11
3.519,19
3.521,16
3.523,12
3.5250000000000004,12
3.527,6
3.529,13
3.531,13
3.5330000000000004,11
3.535,7
3.537,9
3.539,13
3.5410000000000004,5
3.543,12
3.545,12
3.547,8
3.5490000000000004,4
3.551,10
3.553,4
3.555,8
3.5570000000000004,8
3.559,10
3.561,14
3.563,15
3.5650000000000004,8
3.567,10
3.569,6
3.571,11
3.5730000000000004,19
3.575,17
3.577,11
3.579,8
3.5810000000000004,9
3.583,15
3.585,16
3.5869999999999997,16
3.589,17
3.591,7
3.593,12
3.5949999999999998,13
3.597,12
3.599,13
3.601,12
3.6029999999999998,12
3.605,7
3.607,7
3.609,11
3.6109999999999998,16
3.613,10
3.615,14
3.617,12
3.6189999999999998,12
3.621,8
3.623,14
3.625,3
3.627,14
3.629,8
3.6310000000000002,10
3.633,8
3.635,10
3.637,7
3.6390000000000002,8
3.641,11
3.643,11
3.645,10
3.6470000000000002,5
3.649,7
3.651,8
3.653,11
3.6550000000000002,14
3.657,11
3.659,10
3.661,10
3.6630000000000003,14
3.665,13
3.667,8
3.669,14
3.6710000000000003,8
3.673,8
3.675,9
3.677,4
3.6790000000000003,8
3.681,14
3.683,13
3.685,7
3.6870000000000003,10
3.689,8
3.691,8
3.693,8
3.6950000000000003,10
3.697,5
3.699,11
3.701,6
3.7030000000000003,9
3.705,14
3.707,14
3.709,7
3.7110000000000003,6
3.713,8
3.715,9
3.717,14
3.7190000000000003,11
3.721,9
3.723,12
3.725,4
3.7270000000000003,11
3.729,9
3.731,11
3.733,8
3.7350000000000003,6
3.737,8
3.739,7
3.741,7
3.7430000000000003,6
3.745,11
3.747,7
3.749,14
3.7510000000000003,16
3.753,7
3.755,9
3.757,11
3.7590000000000003,9
