Energy_MeV,W_0.1mm,W_0.25mm,W_0.5mm,W_1.0mm
2.129000,1,2,1,32
2.131000,3,3,0,31
2.133000,1,1,0,27
2.135000,1,6,0,24
2.137000,4,1,0,31
2.139000,0,1,0,21
2.141000,2,3,1,21
2.143000,0,2,0,26
2.145000,2,1,0,30
2.147000,2,4,1,38
2.149000,2,2,0,32
2.151000,0,3,0,28
2.153000,0,3,0,32
2.155000,2,1,0,28
2.157000,1,1,0,15
2.159000,0,1,0,25
2.161000,2,4,0,27
2.163000,3,3,1,37
2.165000,1,1,2,32
2.167000,0,1,1,29
2.169000,0,1,1,32
2.171000,1,1,0,29
2.173000,0,4,0,22
2.175000,0,1,1,28
2.177000,0,0,0,27
2.179000,1,3,0,12
2.181000,0,4,0,24
2.183000,2,4,1,24
2.185000,1,1,2,22
2.187000,2,0,0,24
2.189000,0,3,2,30
2.191000,0,3,0,41
2.193000,1,2,1,34
2.195000,1,3,0,20
2.197000,1,1,1,32
2.199000,2,3,0,24
2.201000,0,4,0,34
2.203000,0,1,1,31
2.205000,2,0,2,21
2.207000,2,2,0,24
2.209000,1,2,0,27
2.211000,0,3,0,32
2.213000,0,2,2,36
2.215000,1,3,2,23
2.217000,2,1,1,29
2.219000,0,1,0,29
2.221000,0,1,0,37
2.223000,0,4,0,21
2.225000,0,2,1,30
2.227000,0,2,1,26
2.229000,1,1,0,30
2.231000,2,2,0,24
2.233000,0,4,0,26
2.235000,2,0,0,26
2.237000,3,1,0,31
2.239000,1,0,1,28
2.241000,4,2,0,23
2.243000,0,1,1,40
2.245000,0,4,0,29
2.247000,3,0,0,31
2.249000,1,3,0,20
2.251000,0,2,2,31
2.253000,0,3,1,27
2.255000,0,2,0,28
2.257000,2,1,0,25
2.259000,0,5,1,23
2.261000,1,1,1,25
2.263000,1,2,1,27
2.265000,0,1,0,30
2.267000,2,4,1,23
2.269000,0,3,0,23
2.271000,1,2,1,21
2.273000,1,1,1,26
2.275000,2,0,1,30
2.277000,0,1,0,30
2.279000,0,1,0,23
2.281000,2,1,1,29
2.283000,0,0,1,26
2.285000,0,1,1,32
2.287000,0,1,0,32
2.289000,1,3,0,27
2.291000,2,2,2,14
2.293000,2,0,0,29
2.295000,0,2,0,30
2.297000,2,0,0,28
2.299000,1,3,0,26
2.301000,0,1,0,33
2.303000,1,3,0,26
2.305000,2,2,2,28
2.307000,1,5,1,16
2.309000,2,0,0,22
2.311000,0,1,0,34
2.313000,0,0,0,32
2.315000,1,1,1,20
2.317000,1,1,0,21
2.319000,1,2,0,24
2.321000,0,2,0,26
2.323000,1,2,0,29
2.325000,2,4,0,21
2.327000,1,1,0,28
2.329000,0,2,1,18
2.331000,0,4,0,21
2.333000,0,2,1,21
2.335000,0,2,1,24
2.337000,0,4,0,29
2.339000,0,1,0,15
2.341000,1,1,1,30
2.343000,0,3,1,26
2.345000,0,2,0,16
2.347000,0,2,1,26
2.349000,0,2,0,29
2.351000,1,2,0,26
2.353000,0,1,1,28
2.355000,2,1,0,16
2.357000,1,4,1,20
2.359000,1,1,0,26
2.361000,2,2,1,20
2.363000,0,5,0,20
2.365000,0,1,0,35
2.367000,2,1,0,30
2.369000,0,6,0,21
2.371000,0,2,0,20
2.373000,0,3,0,27
2.375000,1,4,0,16
2.377000,1,1,1,22
2.379000,0,1,1,26
2.381000,0,3,0,22
2.383000,0,3,0,21
2.385000,4,4,0,15
2.387000,2,0,0,25
2.389000,0,3,0,27
2.391000,1,4,0,23
2.393000,0,3,0,20
2.395000,0,0,1,21
2.397000,0,1,0,20
2.399000,0,1,0,32
2.401000,1,2,0,21
2.403000,0,0,0,19
2.405000,0,2,0,34
2.407000,0,2,0,25
2.409000,1,0,0,24
2.411000,0,2,0,17
2.413000,2,2,2,21
2.415000,0,1,0,21
2.417000,1,2,2,18
2.419000,2,0,1,30
2.421000,2,0,2,20
2.423000,0,3,1,23
2.425000,0,2,1,26
2.427000,1,5,2,28
2.429000,1,2,1,12
2.431000,1,2,0,23
2.433000,0,1,0,25
2.435000,0,1,1,15
2.437000,0,1,2,29
2.439000,1,4,0,16
2.441000,0,1,0,18
2.443000,2,1,0,20
2.445000,3,3,0,20
2.447000,0,2,0,21
2.449000,0,5,0,23
2.451000,0,4,0,23
2.453000,1,1,2,20
2.455000,3,0,1,26
2.457000,0,1,1,22
2.459000,0,0,0,25
2.461000,1,5,1,25
2.463000,0,0,1,20
2.465000,1,1,1,22
2.467000,1,2,2,17
2.469000,1,2,0,17
2.471000,0,1,0,25
2.473000,0,1,0,31
2.475000,1,0,0,26
2.477000,0,2,1,20
2.479000,1,1,0,21
2.481000,0,4,1,16
2.483000,1,4,1,9
2.485000,0,0,1,22
2.487000,0,0,0,19
2.489000,0,2,0,28
2.491000,0,2,0,29
2.493000,0,3,0,21
2.495000,1,1,1,17
2.497000,0,1,1,20
2.499000,1,0,0,29
2.501000,0,0,0,20
2.503000,1,2,0,16
2.505000,1,2,0,19
2.507000,1,4,0,22
2.509000,0,1,0,17
2.511000,3,1,0,20
2.513000,0,1,1,21
2.515000,0,1,0,20
2.517000,1,2,1,22
2.519000,1,2,2,21
2.521000,0,1,2,14
2.523000,1,3,0,22
2.525000,1,1,1,19
2.527000,0,2,1,21
2.529000,1,1,1,13
2.531000,0,2,0,27
2.533000,0,0,0,20
2.535000,0,3,0,23
2.537000,1,1,1,18
2.539000,0,1,0,21
2.541000,0,0,0,18
2.543000,1,1,0,11
2.545000,4,0,0,22
2.547000,1,0,0,14
2.549000,0,3,0,17
2.551000,1,0,0,20
2.553000,0,2,0,19
2.555000,0,2,0,13
2.557000,0,1,1,14
2.559000,0,1,0,13
2.561000,0,2,1,21
2.563000,0,5,0,18
2.565000,0,1,0,15
2.567000,3,3,1,21
2.569000,0,1,1,17
2.571000,3,0,1,12
2.573000,0,2,0,23
2.575000,1,2,1,18
2.577000,1,2,2,20
2.579000,1,0,1,13
2.581000,1,4,1,17
2.583000,2,6,0,19
2.585000,1,1,0,15
2.587000,1,0,1,10
2.589000,0,0,0,26
2.591000,1,2,0,23
2.593000,0,1,0,14
2.595000,1,1,0,15
2.597000,1,1,0,16
2.599000,0,1,0,17
2.601000,0,3,1,17
2.603000,3,2,1,20
2.605000,2,0,0,19
2.607000,0,1,0,22
2.609000,0,1,1,14
2.611000,0,2,0,18
2.613000,0,3,0,21
2.615000,0,1,1,17
2.617000,0,1,1,14
2.619000,0,0,1,24
2.621000,0,1,0,17
2.623000,0,0,1,18
2.625000,1,4,0,21
2.627000,0,5,0,22
2.629000,0,1,0,15
2.631000,0,0,1,17
2.633000,1,1,0,16
2.635000,0,1,0,28
2.637000,0,1,1,22
2.639000,2,0,0,19
2.641000,1,1,0,17
2.643000,0,1,0,16
2.645000,0,1,0,13
2.647000,0,4,0,16
2.649000,1,1,0,26
2.651000,0,0,0,19
2.653000,1,1,1,18
2.655000,1,1,0,18
2.657000,2,1,1,18
2.659000,1,0,0,23
2.661000,4,1,0,17
2.663000,1,1,1,13
2.665000,1,1,0,20
2.667000,0,2,0,16
2.669000,0,2,0,18
2.671000,0,2,0,19
2.673000,0,2,1,23
2.675000,1,0,0,16
2.677000,0,0,0,20
2.679000,0,0,0,21
2.681000,1,0,0,14
2.683000,0,3,0,17
2.685000,1,2,0,16
2.687000,0,1,0,23
2.689000,0,1,0,13
2.691000,0,0,0,14
2.693000,0,1,1,13
2.695000,1,1,2,9
2.697000,0,0,1,23
2.699000,2,1,0,11
2.701000,0,4,0,18
2.703000,0,2,2,15
2.705000,2,1,0,25
2.707000,0,0,0,13
2.709000,1,0,0,16
2.711000,0,2,1,20
2.713000,2,1,1,15
2.715000,2,1,0,15
2.717000,1,4,1,15
2.719000,0,2,0,16
2.721000,0,0,1,22
2.723000,1,1,0,13
2.725000,0,4,1,14
2.727000,1,1,0,12
2.729000,0,2,0,20
2.731000,2,1,0,13
2.733000,0,1,1,12
2.735000,0,1,0,13
2.737000,1,0,0,15
2.739000,1,1,2,24
2.741000,0,1,1,10
2.743000,1,3,0,18
2.745000,1,2,0,26
2.747000,2,1,0,20
2.749000,0,1,1,17
2.751000,0,0,0,21
2.753000,0,3,0,9
2.755000,1,2,1,11
2.757000,0,0,0,13
2.759000,0,0,2,9
2.761000,1,0,0,19
2.763000,2,1,0,20
2.765000,1,0,0,9
2.767000,2,2,0,23
2.769000,3,1,0,11
2.771000,1,1,0,10
2.773000,0,0,0,20
2.775000,0,1,0,9
2.777000,0,1,0,18
2.779000,1,0,0,16
2.781000,0,0,0,20
2.783000,1,3,0,9
2.785000,0,0,0,12
2.787000,2,3,0,14
2.789000,0,0,1,17
2.791000,2,1,0,19
2.793000,0,2,0,15
2.795000,0,1,0,13
2.797000,2,1,0,16
2.799000,3,0,0,12
2.801000,0,0,0,17
2.803000,0,3,0,15
2.805000,1,1,0,14
2.807000,0,1,0,11
2.809000,0,2,0,18
2.811000,2,1,2,15
2.813000,0,0,0,16
2.815000,1,1,0,18
2.817000,0,1,1,20
2.819000,1,4,0,13
2.821000,0,2,0,20
2.823000,1,3,0,16
2.825000,0,1,0,17
2.827000,1,0,0,13
2.829000,0,0,1,16
2.831000,1,4,0,17
2.833000,1,1,0,13
2.835000,0,1,1,13
2.837000,0,1,0,9
2.839000,0,0,0,14
2.841000,1,4,0,16
2.843000,1,2,0,15
2.845000,0,0,0,15
2.847000,1,1,0,21
2.849000,0,1,1,17
2.851000,0,2,0,11
2.853000,1,2,0,13
2.855000,1,0,0,14
2.857000,2,1,0,16
2.859000,0,3,0,6
2.861000,0,3,0,13
2.863000,1,1,0,13
2.865000,0,0,0,24
2.867000,0,0,1,13
2.869000,1,2,1,10
2.871000,0,1,0,13
2.873000,1,1,0,13
2.875000,0,0,0,20
2.877000,0,1,1,10
2.879000,0,3,0,10
2.881000,1,3,0,13
2.883000,0,1,0,19
2.885000,0,0,1,13
2.887000,1,1,0,15
2.889000,0,1,1,10
2.891000,1,0,0,11
2.893000,3,0,1,17
2.895000,0,0,1,20
2.897000,0,1,0,12
2.899000,1,1,0,15
2.901000,0,1,0,18
2.903000,1,1,0,12
2.905000,1,1,0,17
2.907000,2,0,0,10
2.909000,0,0,1,16
2.911000,0,2,0,17
2.913000,0,2,0,15
2.915000,1,0,0,14
2.917000,0,1,1,15
2.919000,0,1,0,17
2.921000,1,0,0,14
2.923000,0,2,1,15
2.925000,1,1,0,10
2.927000,0,2,0,17
2.929000,0,2,0,13
2.931000,0,2,0,15
2.933000,1,1,1,13
2.935000,0,1,0,16
2.937000,0,2,0,18
2.939000,0,2,0,12
2.941000,0,0,0,13
2.943000,0,2,0,16
2.945000,0,0,0,15
2.947000,1,1,0,19
2.949000,0,0,1,14
2.951000,2,0,0,14
2.953000,0,3,1,16
2.955000,1,0,0,12
2.957000,0,3,0,12
2.959000,1,2,0,11
2.961000,0,1,0,7
2.963000,0,0,1,21
2.965000,0,2,0,19
2.967000,0,3,0,17
2.969000,0,1,0,18
2.971000,0,3,0,17
2.973000,0,2,0,11
2.975000,0,1,0,19
2.977000,1,1,2,20
2.979000,0,3,0,16
2.981000,1,3,0,16
2.983000,0,2,0,18
2.985000,0,1,0,13
2.987000,0,0,0,13
2.989000,0,1,0,15
2.991000,0,1,0,18
2.993000,0,1,1,14
2.995000,0,0,0,13
2.997000,0,0,0,17
2.999000,3,1,0,9
3.001000,0,2,0,10
3.003000,0,0,1,9
3.005000,1,1,0,12
3.007000,0,2,0,15
3.009000,0,1,1,10
3.011000,0,1,0,13
3.013000,0,3,0,17
3.015000,0,0,1,9
3.017000,0,1,0,8
3.019000,0,0,0,15
3.021000,0,1,0,12
3.023000,2,2,0,8
3.025000,1,0,0,16
3.027000,1,1,0,12
3.029000,0,1,3,9
3.031000,1,0,0,15
3.033000,1,1,0,10
3.035000,0,2,0,13
3.037000,0,2,1,17
3.039000,0,1,0,17
3.041000,1,3,3,21
3.043000,1,0,0,20
3.045000,0,1,0,16
3.047000,0,1,1,13
3.049000,0,0,0,11
3.051000,1,1,0,13
3.053000,1,2,1,10
3.055000,1,1,0,11
3.057000,0,0,1,19
3.059000,0,1,1,11
3.061000,1,0,0,13
3.063000,0,1,0,17
3.065000,0,0,0,16
3.067000,1,1,1,14
3.069000,1,0,0,18
3.071000,1,0,0,5
3.073000,0,0,0,17
3.075000,0,0,1,8
3.077000,0,0,1,13
3.079000,0,1,0,15
3.081000,0,2,0,13
3.083000,0,0,1,9
3.085000,1,0,1,12
3.087000,0,2,0,14
3.089000,0,0,0,15
3.091000,1,2,0,9
3.093000,0,1,0,16
3.095000,1,1,0,11
3.097000,0,3,0,20
3.099000,0,1,1,12
3.101000,0,2,0,16
3.103000,1,1,1,14
3.105000,2,4,0,14
3.107000,2,1,0,20
3.109000,0,0,0,12
3.111000,2,2,0,12
3.113000,0,1,1,9
3.115000,0,2,0,18
3.117000,0,0,0,18
3.119000,0,1,0,13
3.121000,1,0,0,13
3.123000,0,2,0,12
3.125000,1,0,0,8
3.127000,1,1,0,12
3.129000,0,0,0,13
3.131000,0,1,0,10
3.133000,1,0,0,10
3.135000,0,1,0,19
3.137000,0,2,1,17
3.139000,0,0,0,7
3.141000,1,0,0,14
3.143000,0,0,0,15
3.145000,0,1,0,14
3.147000,0,1,0,16
3.149000,0,1,0,10
3.151000,0,0,0,11
3.153000,0,0,0,9
3.155000,1,1,0,15
3.157000,1,1,1,16
3.159000,0,1,0,9
3.161000,1,2,0,12
3.163000,1,1,0,10
3.165000,0,0,1,6
3.167000,0,0,0,9
3.169000,0,2,0,12
3.171000,0,1,0,12
3.173000,0,0,0,14
3.175000,0,2,0,20
3.177000,0,1,0,16
3.179000,0,0,0,15
3.181000,0,1,0,8
3.183000,1,0,0,17
3.185000,0,1,1,10
3.187000,0,0,0,21
3.189000,0,1,1,13
3.191000,0,0,0,8
3.193000,0,2,1,11
3.195000,0,0,0,10
3.197000,0,1,2,18
3.199000,0,0,0,13
3.201000,0,0,0,13
3.203000,1,2,0,9
3.205000,0,0,0,9
3.207000,0,1,0,9
3.209000,1,0,0,14
3.211000,0,0,0,13
3.213000,0,2,0,17
3.215000,1,0,0,12
3.217000,0,3,0,13
3.219000,1,1,0,10
3.221000,0,0,0,15
3.223000,0,2,0,6
3.225000,1,0,0,11
3.227000,0,0,1,8
3.229000,0,0,0,13
3.231000,1,1,1,7
3.233000,1,1,0,11
3.235000,0,1,0,9
3.237000,0,3,0,17
3.239000,0,1,0,11
3.241000,0,1,0,9
3.243000,0,1,0,12
3.245000,1,1,0,9
3.247000,0,1,1,10
3.249000,0,1,0,6
3.251000,1,2,0,13
3.253000,0,3,0,6
3.255000,0,0,1,17
3.257000,0,2,1,9
3.259000,1,1,0,10
3.261000,1,2,0,8
3.263000,0,0,0,15
3.265000,0,0,0,8
3.267000,0,1,0,9
3.269000,0,0,1,11
3.271000,1,2,0,12
3.273000,0,1,0,5
3.275000,3,0,0,10
3.277000,1,0,0,9
3.279000,0,0,0,12
3.281000,0,2,0,9
3.283000,0,1,0,15
3.285000,0,0,0,4
3.287000,1,0,0,15
3.289000,0,0,0,13
3.291000,0,0,0,9
3.293000,0,1,0,8
3.295000,0,0,0,5
3.297000,0,0,0,11
3.299000,0,0,0,9
3.301000,0,0,1,9
3.303000,0,0,0,11
3.305000,0,1,0,7
3.307000,1,0,0,11
3.309000,0,2,0,8
3.311000,0,0,0,6
3.313000,0,1,0,16
3.315000,0,2,1,12
3.317000,0,0,0,13
3.319000,0,1,0,15
3.321000,0,2,0,14
3.323000,0,0,0,9
3.325000,0,0,0,6
3.327000,0,0,2,7
3.329000,0,1,1,7
3.331000,0,1,0,9
3.333000,0,0,0,13
3.335000,0,1,1,8
3.337000,0,1,0,10
3.339000,0,0,0,18
3.341000,0,1,0,9
3.343000,0,1,0,9
3.345000,0,0,0,10
3.347000,0,1,1,5
3.349000,1,1,0,5
3.351000,0,0,0,8
3.353000,0,1,0,14
3.355000,0,1,0,8
3.357000,0,0,0,8
3.359000,0,1,0,8
3.361000,0,1,0,13
3.363000,2,0,0,11
3.365000,1,1,0,13
3.367000,0,0,0,9
3.369000,1,0,0,9
3.371000,0,1,1,8
3.373000,1,3,0,8
3.375000,0,1,1,7
3.377000,1,1,0,9
3.379000,0,0,0,9
3.381000,0,0,0,9
3.383000,0,0,0,13
3.385000,0,0,0,8
3.387000,0,2,0,10
3.389000,0,0,0,5
3.391000,0,0,0,7
3.393000,0,0,0,6
3.395000,0,0,0,13
3.397000,0,1,0,8
3.399000,0,1,1,3
3.401000,0,2,1,7
3.403000,1,1,0,8
3.405000,0,0,0,15
3.407000,0,1,0,7
3.409000,0,0,0,9
3.411000,0,1,0,12
3.413000,0,0,0,9
3.415000,0,0,0,10
3.417000,0,0,2,14
3.419000,1,1,0,11
3.421000,0,1,2,12
3.423000,0,0,0,6
3.425000,0,1,0,13
3.427000,0,0,0,9
3.429000,1,2,1,10
3.431000,0,0,0,12
3.433000,0,0,0,6
3.435000,1,1,0,11
3.437000,1,0,0,10
3.439000,0,1,0,9
3.441000,2,3,0,11
3.443000,0,0,0,6
3.445000,3,2,0,11
3.447000,1,0,1,8
3.449000,0,0,0,6
3.451000,0,0,0,9
3.453000,0,1,1,7
3.455000,0,1,0,4
3.457000,0,2,0,9
3.459000,0,1,0,8
3.461000,0,1,0,5
3.463000,0,0,0,15
3.465000,0,0,0,4
3.467000,0,0,0,14
3.469000,0,0,0,10
3.471000,0,0,0,8
3.473000,0,0,0,7
3.475000,0,1,0,6
3.477000,0,0,0,5
3.479000,0,0,1,11
3.481000,0,1,0,10
3.483000,0,0,0,7
3.485000,1,0,0,6
3.487000,0,1,0,7
3.489000,1,0,0,12
3.491000,0,0,0,7
3.493000,0,1,0,7
3.495000,1,1,0,6
3.497000,0,0,0,16
3.499000,0,0,0,7
3.501000,0,0,0,5
3.503000,0,0,0,6
3.505000,0,1,0,11
3.507000,1,0,0,10
3.509000,1,0,0,8
3.511000,0,0,0,8
3.513000,1,0,0,11
3.515000,0,0,0,8
3.517000,1,0,0,11
3.519000,1,0,0,1
3.521000,0,0,0,17
3.523000,0,2,0,8
3.525000,0,1,0,8
3.527000,0,0,0,10
3.529000,0,0,0,8
3.531000,0,0,0,10
3.533000,0,2,0,7
3.535000,0,1,0,7
3.537000,1,0,0,8
3.539000,1,0,1,10
3.541000,0,0,0,7
3.543000,0,0,0,7
3.545000,0,1,0,6
3.547000,2,0,1,15
3.549000,0,0,0,5
3.551000,1,1,1,8
3.553000,0,1,0,8
3.555000,0,0,0,5
3.557000,2,1,0,2
3.559000,0,2,0,16
3.561000,1,0,1,12
3.563000,1,0,0,8
3.565000,1,1,0,5
3.567000,0,0,0,9
3.569000,2,3,0,7
3.571000,0,1,0,9
3.573000,0,0,0,5
3.575000,0,0,0,7
3.577000,1,0,1,11
3.579000,0,1,0,16
3.581000,0,0,0,9
3.583000,1,0,0,11
3.585000,0,2,0,13
3.587000,0,1,0,12
3.589000,1,1,1,6
3.591000,2,0,0,9
3.593000,0,0,0,8
3.595000,0,0,0,9
3.597000,1,1,0,6
3.599000,0,0,0,5
3.601000,1,1,0,8
3.603000,0,1,2,11
3.605000,1,1,0,9
3.607000,0,0,0,7
3.609000,0,0,0,11
3.611000,0,0,0,5
3.613000,1,1,0,5
3.615000,0,0,0,6
3.617000,0,1,0,9
3.619000,0,1,0,7
3.621000,0,2,0,8
3.623000,1,0,0,9
3.625000,1,1,0,10
3.627000,1,0,1,7
3.629000,0,0,0,7
3.631000,0,0,0,12
3.633000,0,0,0,9
3.635000,0,1,0,8
3.637000,1,1,0,9
3.639000,1,1,0,3
3.641000,0,0,0,6
3.643000,0,1,0,9
3.645000,2,0,0,14
3.647000,0,0,0,2
3.649000,0,0,0,9
3.651000,0,1,0,7
3.653000,0,0,0,10
3.655000,0,0,0,8
3.657000,0,1,0,7
3.659000,0,0,0,9
3.661000,0,2,0,8
3.663000,0,0,0,6
3.665000,0,1,0,3
3.667000,0,0,1,9
3.669000,0,0,0,9
3.671000,0,1,0,12
3.673000,0,0,0,8
3.675000,0,0,0,12
3.677000,2,1,0,8
3.679000,2,0,0,6
3.681000,0,0,0,5
3.683000,0,3,0,13
3.685000,0,1,0,3
3.687000,0,2,0,9
3.689000,0,1,0,4
3.691000,0,1,0,8
3.693000,0,0,1,10
3.695000,0,0,0,8
3.697000,0,0,0,10
3.699000,0,0,0,13
3.701000,0,2,0,10
3.703000,1,0,0,8
3.705000,0,0,0,4
3.707000,1,0,2,11
3.709000,0,2,0,7
3.711000,0,1,0,6
3.713000,0,0,0,3
3.715000,0,0,1,11
3.717000,0,0,0,15
3.719000,1,0,0,8
3.721000,0,0,0,5
3.723000,1,1,0,5
3.725000,0,2,0,10
3.727000,0,2,0,7
3.729000,0,1,1,11
3.731000,0,0,1,5
3.733000,0,0,0,8
3.735000,0,1,0,7
3.737000,0,1,0,8
3.739000,0,1,0,7
3.741000,0,2,0,6
3.743000,1,2,2,5
3.745000,0,0,0,9
3.747000,0,4,1,7
3.749000,0,0,0,10
3.751000,1,0,0,4
3.753000,0,2,0,5
3.755000,0,0,0,7
3.757000,1,0,0,4
3.759000,1,0,0,9
3.761000,0,0,0,4
3.763000,0,1,0,10
3.765000,0,0,0,4
3.767000,0,0,0,11
3.769000,0,0,0,13
3.771000,0,0,0,9
3.773000,0,0,0,7
3.775000,1,0,1,7
3.777000,0,0,0,6
3.779000,0,1,0,6
3.781000,0,1,0,10
3.783000,0,1,0,5
3.785000,1,0,0,5
3.787000,0,0,0,9
3.789000,0,0,0,10
3.791000,0,0,0,10
3.793000,0,0,0,9
3.795000,0,0,0,6
3.797000,0,0,0,7
3.799000,0,1,1,4
3.801000,0,1,0,6
3.803000,0,0,0,4
3.805000,0,0,0,11
3.807000,0,1,0,5
3.809000,0,0,0,6
3.811000,1,0,0,7
3.813000,1,0,0,4
3.815000,0,0,1,10
3.817000,0,0,0,6
3.819000,0,1,0,6
3.821000,0,0,0,9
3.823000,0,0,0,2
3.825000,0,0,0,6
3.827000,0,0,0,7
3.829000,0,1,0,13
3.831000,0,0,0,7
3.833000,1,0,0,3
3.835000,0,1,0,11
3.837000,0,0,0,4
3.839000,0,0,0,7
3.841000,1,0,0,11
3.843000,2,2,0,8
3.845000,0,0,0,5
3.847000,0,1,0,6
3.849000,0,2,0,5
3.851000,0,1,0,10
3.853000,0,2,0,5
3.855000,1,0,0,5
3.857000,0,1,0,6
3.859000,1,0,1,7
3.861000,0,1,0,8
3.863000,1,1,0,7
3.865000,0,1,0,3
3.867000,0,1,0,7
3.869000,0,0,0,8
3.871000,0,1,0,10
3.873000,0,0,0,5
3.875000,0,0,0,4
3.877000,0,1,0,7
3.879000,0,0,0,10
3.881000,0,0,0,5
3.883000,0,0,0,7
3.885000,1,2,0,7
3.887000,0,1,0,9
3.889000,0,0,0,9
3.891000,0,0,0,5
3.893000,0,0,0,6
3.895000,0,1,0,5
3.897000,1,0,2,10
3.899000,0,0,0,4
3.901000,2,0,0,12
3.903000,1,0,0,8
3.905000,2,1,0,8
3.907000,0,1,0,7
3.909000,1,0,1,6
3.911000,0,0,0,2
3.913000,0,0,0,12
3.915000,0,1,0,9
3.917000,0,0,0,10
3.919000,0,0,0,5
3.921000,0,0,0,9
3.923000,1,0,0,4
3.925000,0,0,0,5
3.927000,1,0,0,5
3.929000,0,1,0,7
3.931000,0,0,0,12
3.933000,0,2,0,7
3.935000,0,2,0,11
3.937000,1,1,0,11
3.939000,0,0,0,8
3.941000,0,0,0,6
3.943000,0,1,0,6
3.945000,0,0,0,4
3.947000,0,1,0,4
3.949000,0,1,0,5
3.951000,0,0,0,5
3.953000,0,0,0,7
3.955000,0,1,0,5
3.957000,0,0,0,10
3.959000,0,0,0,10
3.961000,0,0,1,5
3.963000,0,0,0,8
3.965000,0,0,0,10
3.967000,1,1,0,3
3.969000,0,0,0,3
3.971000,1,1,0,7
3.973000,0,0,0,3
3.975000,0,0,0,7
3.977000,0,0,0,9
3.979000,0,0,1,5
3.981000,0,0,0,3
3.983000,0,0,1,6
3.985000,0,0,0,5
3.987000,0,0,0,6
3.989000,0,0,0,6
3.991000,0,0,0,3
3.993000,0,0,0,5
3.995000,0,0,0,13
3.997000,0,1,1,5
3.999000,0,0,0,7
4.001000,1,1,1,13
4.003000,0,0,0,9
4.005000,0,0,0,3
4.007000,0,0,0,7
4.009000,1,0,0,2
4.011000,0,2,0,5
4.013000,0,0,0,5
4.015000,0,0,0,8
4.017000,0,0,0,2
4.019000,0,0,0,5
4.021000,0,0,1,4
4.023000,0,1,0,8
4.025000,0,1,0,7
4.027000,1,0,0,8
4.029000,1,0,0,8
4.031000,1,0,0,5
4.033000,0,0,0,10
4.035000,0,2,0,6
4.037000,1,0,0,3
4.039000,0,3,0,10
4.041000,0,2,0,10
4.043000,0,0,0,10
4.045000,0,2,0,6
4.047000,1,1,0,5
4.049000,0,0,0,7
4.051000,0,0,0,5
4.053000,0,0,0,6
4.055000,0,0,0,5
4.057000,0,1,0,8
4.059000,0,1,0,13
4.061000,0,1,0,3
4.063000,0,0,0,5
4.065000,1,0,0,7
4.067000,1,0,0,5
4.069000,0,2,1,4
4.071000,0,0,0,8
4.073000,1,0,0,9
4.075000,0,0,0,1
4.077000,0,0,0,7
4.079000,0,0,0,6
4.081000,0,0,0,4
4.083000,0,1,0,5
4.085000,0,1,0,4
4.087000,0,0,0,8
4.089000,1,0,0,5
4.091000,0,1,0,2
4.093000,0,2,0,6
4.095000,1,1,0,3
4.097000,0,0,0,3
4.099000,0,1,0,8
4.101000,0,0,0,7
4.103000,0,0,0,6
4.105000,1,0,0,6
4.107000,0,0,0,7
4.109000,0,1,0,8
4.111000,2,1,0,9
4.113000,0,2,0,6
4.115000,0,0,0,4
4.117000,0,0,0,4
4.119000,0,0,0,5
4.121000,0,0,1,5
4.123000,0,0,0,8
4.125000,0,0,0,6
4.127000,0,1,0,8
4.129000,0,0,0,4
4.131000,0,0,0,4
4.133000,0,0,0,2
4.135000,0,1,0,6
4.137000,0,0,0,7
4.139000,1,0,0,6
4.141000,0,0,0,6
4.143000,1,0,0,4
4.145000,1,0,0,3
4.147000,0,2,0,9
4.149000,0,2,0,2
4.151000,0,1,0,3
4.153000,1,1,0,9
4.155000,0,2,0,5
4.157000,0,0,0,7
4.159000,0,0,0,9
4.161000,0,0,0,4
4.163000,1,0,0,6
4.165000,0,1,0,6
4.167000,0,0,0,5
4.169000,0,0,0,9
4.171000,0,0,0,7
4.173000,0,1,0,3
4.175000,0,0,0,8
4.177000,0,0,0,6
4.179000,0,1,0,5
4.181000,0,0,0,4
4.183000,2,1,1,1
4.185000,0,0,0,2
4.187000,0,0,0,6
4.189000,0,0,0,6
4.191000,0,1,0,6
4.193000,0,1,1,3
4.195000,0,1,0,5
4.197000,0,0,0,8
4.199000,0,0,0,6
4.201000,0,1,0,5
4.203000,0,1,0,2
4.205000,0,0,0,7
4.207000,0,0,0,5
4.209000,0,0,0,6
4.211000,0,0,0,7
4.213000,0,0,1,8
4.215000,1,2,0,4
4.217000,0,1,0,7
4.219000,0,1,0,5
4.221000,0,1,0,4
4.223000,1,0,1,6
4.225000,1,0,0,7
4.227000,0,0,0,5
4.229000,0,1,0,6
4.231000,0,1,0,3
4.233000,0,0,0,6
4.235000,0,1,0,6
4.237000,0,1,0,7
4.239000,0,0,0,6
4.241000,1,0,0,4
4.243000,0,0,0,6
4.245000,2,2,0,4
4.247000,0,0,0,5
4.249000,0,0,0,5
4.251000,0,0,0,6
4.253000,0,0,0,5
4.255000,0,1,0,3
4.257000,0,1,0,6
4.259000,0,0,0,6
4.261000,0,3,0,7
4.263000,0,1,0,4
4.265000,0,0,0,8
4.267000,0,1,0,6
4.269000,0,0,0,4
4.271000,0,0,0,5
4.273000,0,0,0,7
