Energy_MeV,W_0.1mm,W_0.25mm,W_0.5mm,W_1.0mm
4.275000,0,0,0,5
4.277000,0,0,0,4
4.279000,0,0,0,1
4.281000,0,1,0,4
4.283000,0,0,0,5
4.285000,1,0,0,6
4.287000,0,0,0,4
4.289000,0,0,0,2
4.291000,0,0,0,1
4.293000,0,0,0,8
4.295000,0,1,0,4
4.297000,0,0,0,4
4.299000,0,1,0,8
4.301000,0,1,0,3
4.303000,0,0,0,6
4.305000,0,0,0,2
4.307000,0,0,1,5
4.309000,0,1,0,4
4.311000,1,0,0,2
4.313000,0,0,0,5
4.315000,0,1,1,5
4.317000,0,0,0,5
4.319000,0,2,0,3
4.321000,1,0,0,4
4.323000,0,1,0,6
4.325000,0,1,0,7
4.327000,0,0,0,4
4.329000,0,0,0,4
4.331000,0,0,0,6
4.333000,0,0,0,2
4.335000,1,1,0,3
4.337000,0,1,0,2
4.339000,0,1,0,7
4.341000,0,1,0,4
4.343000,0,0,1,6
4.345000,0,0,0,5
4.347000,0,1,0,5
4.349000,0,0,1,5
4.351000,0,0,0,4
4.353000,0,0,0,5
4.355000,0,2,0,3
4.357000,0,0,1,4
4.359000,0,0,0,4
4.361000,0,0,0,4
4.363000,0,0,0,3
4.365000,0,0,0,4
4.367000,0,0,0,4
4.369000,1,0,0,2
4.371000,0,1,0,3
4.373000,0,1,0,2
4.375000,0,0,0,5
4.377000,0,1,0,5
4.379000,0,0,0,1
4.381000,0,1,0,4
4.383000,0,1,0,3
4.385000,0,0,0,1
4.387000,0,0,0,7
4.389000,0,0,0,3
4.391000,0,2,0,3
4.393000,1,0,0,7
4.395000,0,0,1,6
4.397000,0,0,0,5
4.399000,0,0,0,5
4.401000,0,0,0,6
4.403000,0,0,0,7
4.405000,0,0,1,3
4.407000,0,0,0,3
4.409000,0,0,0,3
4.411000,0,0,0,6
4.413000,0,0,0,4
4.415000,0,1,0,5
4.417000,0,2,0,5
4.419000,0,0,0,4
4.421000,0,0,0,7
4.423000,0,0,0,4
4.425000,0,0,0,6
4.427000,0,0,0,5
4.429000,0,0,0,1
4.431000,0,1,0,5
4.433000,0,2,0,2
4.435000,0,0,0,5
4.437000,0,1,0,5
4.439000,0,1,0,8
4.441000,0,0,0,2
4.443000,0,1,0,9
4.445000,0,0,0,6
4.447000,1,0,0,6
4.449000,0,1,0,3
4.451000,1,0,1,4
4.453000,0,1,0,6
4.455000,0,1,0,6
4.457000,0,0,0,5
4.459000,0,0,0,12
4.461000,0,0,0,3
4.463000,0,0,0,7
4.465000,0,1,0,5
4.467000,0,0,0,4
4.469000,1,0,1,3
4.471000,0,1,0,5
4.473000,0,0,0,6
4.475000,0,0,0,7
4.477000,1,0,0,6
4.479000,1,2,2,10
4.481000,0,0,0,3
4.483000,0,1,0,5
4.485000,0,0,0,3
4.487000,0,1,0,7
4.489000,0,1,0,6
4.491000,0,0,0,4
4.493000,0,2,1,5
4.495000,0,1,0,2
4.497000,2,0,1,2
4.499000,0,0,0,4
4.501000,1,0,0,3
4.503000,0,0,0,4
4.505000,0,0,0,0
4.507000,0,0,0,2
4.509000,0,0,0,7
4.511000,0,0,0,3
4.513000,1,0,0,2
4.515000,0,0,0,2
4.517000,0,0,0,3
4.519000,0,1,0,4
4.521000,0,1,0,5
4.523000,0,0,1,1
4.525000,0,0,0,3
4.527000,0,0,0,4
4.529000,0,0,0,3
4.531000,0,0,0,7
4.533000,0,1,0,3
4.535000,0,1,0,5
4.537000,0,2,0,4
4.539000,0,0,0,3
4.541000,0,0,0,2
4.543000,0,0,1,7
4.545000,0,2,0,3
4.547000,0,1,0,6
4.549000,1,0,0,6
4.551000,0,2,1,4
4.553000,0,0,2,1
4.555000,0,1,0,2
4.557000,0,1,0,3
4.559000,0,0,0,3
4.561000,0,0,0,11
4.563000,0,0,1,3
4.565000,0,0,0,6
4.567000,0,2,1,4
4.569000,0,0,0,4
4.571000,0,0,0,5
4.573000,0,0,0,8
4.575000,0,2,0,4
4.577000,0,0,0,3
4.579000,0,0,0,4
4.581000,0,1,0,3
4.583000,1,1,1,3
4.585000,0,1,0,6
4.587000,0,0,0,0
4.589000,0,0,0,2
4.591000,0,0,0,6
4.593000,0,1,0,3
4.595000,0,0,0,4
4.597000,0,1,0,4
4.599000,0,0,0,5
4.601000,0,0,0,5
4.603000,0,1,0,5
4.605000,2,1,0,4
4.607000,0,0,0,6
4.609000,0,0,0,5
4.611000,0,2,0,2
4.613000,0,0,0,3
4.615000,0,0,0,3
4.617000,1,1,1,4
4.619000,1,0,0,3
4.621000,0,0,0,2
4.623000,0,0,0,4
4.625000,0,0,0,4
4.627000,1,0,0,7
4.629000,0,0,0,4
4.631000,0,1,0,3
4.633000,0,0,0,4
4.635000,0,0,0,4
4.637000,0,0,0,9
4.639000,0,0,0,1
4.641000,0,0,0,2
4.643000,1,0,0,5
4.645000,0,0,0,5
4.647000,1,0,0,5
4.649000,0,0,0,2
4.651000,0,1,0,2
4.653000,0,0,0,1
4.655000,1,0,0,2
4.657000,0,0,0,8
4.659000,0,1,0,2
4.661000,0,1,0,3
4.663000,0,0,1,3
4.665000,0,0,0,6
4.667000,1,0,1,5
4.669000,0,0,0,4
4.671000,0,1,0,2
4.673000,1,1,0,2
4.675000,0,0,0,3
4.677000,0,0,1,2
4.679000,0,1,0,6
4.681000,0,0,0,4
4.683000,0,1,0,2
4.685000,0,0,0,1
4.687000,0,0,0,8
4.689000,0,1,0,3
4.691000,0,0,0,4
4.693000,0,0,0,2
4.695000,0,0,0,3
4.697000,1,1,0,1
4.699000,0,2,0,5
4.701000,0,1,0,3
4.703000,0,0,0,3
4.705000,1,0,0,3
4.707000,0,0,0,2
4.709000,0,0,0,1
4.711000,0,0,0,7
4.713000,0,0,0,3
4.715000,0,0,0,6
4.717000,1,0,0,6
4.719000,0,0,0,0
4.721000,0,0,0,1
4.723000,0,0,0,5
4.725000,0,0,0,0
4.727000,0,1,0,5
4.729000,0,1,0,3
4.731000,0,1,0,5
4.733000,1,0,0,3
4.735000,0,0,1,0
4.737000,0,0,0,4
4.739000,0,1,0,6
4.741000,0,0,0,5
4.743000,1,0,0,2
4.745000,0,0,0,1
4.747000,0,1,0,3
4.749000,1,0,0,5
4.751000,0,0,0,3
4.753000,0,0,1,4
4.755000,0,1,0,5
4.757000,0,0,0,5
4.759000,0,0,0,1
4.761000,0,1,0,4
4.763000,0,1,0,3
4.765000,0,0,0,5
4.767000,0,0,0,5
4.769000,0,0,0,6
4.771000,0,0,0,4
4.773000,0,1,0,2
4.775000,0,0,0,2
4.777000,0,0,0,2
4.779000,0,0,1,3
4.781000,0,0,0,2
4.783000,0,0,0,3
4.785000,0,1,0,4
4.787000,1,1,0,8
4.789000,0,0,0,5
4.791000,1,0,0,3
4.793000,0,0,0,3
4.795000,0,0,0,3
4.797000,0,0,0,3
4.799000,0,0,0,3
4.801000,0,0,0,2
4.803000,0,0,0,3
4.805000,0,0,0,4
4.807000,0,1,0,7
4.809000,0,1,0,3
4.811000,0,1,0,8
4.813000,0,0,0,4
4.815000,0,0,0,5
4.817000,0,0,0,3
4.819000,0,0,0,5
4.821000,0,0,0,1
4.823000,0,0,0,3
4.825000,0,0,0,5
4.827000,0,0,0,5
4.829000,0,0,0,3
4.831000,0,0,0,4
4.833000,0,0,0,3
4.835000,0,0,0,2
4.837000,0,0,0,2
4.839000,0,0,0,4
4.841000,0,0,0,9
4.843000,0,0,0,7
4.845000,0,0,0,1
4.847000,0,0,0,4
4.849000,0,0,0,4
4.851000,0,0,0,7
4.853000,1,0,0,2
4.855000,0,0,0,3
4.857000,0,0,0,3
4.859000,0,0,0,5
4.861000,0,0,0,7
4.863000,0,0,0,2
4.865000,0,0,0,3
4.867000,0,0,0,3
4.869000,0,0,0,3
4.871000,0,0,0,6
4.873000,0,0,0,1
4.875000,0,1,0,4
4.877000,0,0,0,2
4.879000,0,0,0,7
4.881000,0,0,0,5
4.883000,0,0,0,5
4.885000,0,0,0,1
4.887000,0,0,0,4
4.889000,0,0,0,4
4.891000,0,0,0,2
4.893000,0,0,1,1
4.895000,0,0,0,1
4.897000,0,0,0,3
4.899000,0,0,0,2
4.901000,0,0,0,2
4.903000,0,0,0,2
4.905000,1,0,1,6
4.907000,0,1,0,1
4.909000,0,0,0,4
4.911000,0,0,0,2
4.913000,0,0,0,0
4.915000,0,0,0,3
4.917000,0,0,0,1
4.919000,0,0,0,0
4.921000,0,0,0,4
4.923000,0,0,0,6
4.925000,0,0,0,5
4.927000,0,0,0,6
4.929000,0,0,0,3
4.931000,0,1,0,2
4.933000,0,0,0,4
4.935000,0,0,0,6
4.937000,0,0,0,3
4.939000,0,0,0,3
4.941000,0,0,0,3
4.943000,0,0,0,2
4.945000,0,0,0,5
4.947000,0,0,0,6
4.949000,1,0,0,1
4.951000,0,0,1,2
4.953000,0,0,0,3
4.955000,0,0,0,1
4.957000,0,1,0,3
4.959000,1,0,0,5
4.961000,0,0,0,3
4.963000,1,0,0,4
4.965000,0,0,0,3
4.967000,0,0,0,5
4.969000,0,0,0,1
4.971000,1,0,0,1
4.973000,0,0,0,5
4.975000,0,0,0,3
4.977000,0,0,0,2
4.979000,0,0,0,1
4.981000,0,0,0,2
4.983000,0,0,0,2
4.985000,0,0,0,1
4.987000,0,0,0,2
4.989000,0,0,0,4
4.991000,0,0,0,4
4.993000,0,0,0,1
4.995000,0,0,0,4
4.997000,0,0,0,4
4.999000,0,0,0,1
5.001000,0,0,0,7
5.003000,0,0,0,3
5.005000,0,0,0,2
5.007000,0,1,0,2
5.009000,0,0,0,2
5.011000,0,0,0,1
5.013000,0,0,0,2
5.015000,0,0,0,3
5.017000,0,0,0,3
5.019000,0,0,0,0
5.021000,0,0,0,3
5.023000,0,0,0,2
5.025000,0,0,0,6
5.027000,0,0,0,2
5.029000,0,0,0,2
5.031000,0,1,0,3
5.033000,0,0,0,3
5.035000,0,1,0,4
5.037000,0,0,0,1
5.039000,0,1,0,1
5.041000,0,1,0,3
5.043000,0,0,0,4
5.045000,0,0,0,3
5.047000,0,0,0,1
5.049000,0,1,0,2
5.051000,0,0,0,1
5.053000,0,0,0,2
5.055000,0,0,0,3
5.057000,0,1,1,3
5.059000,0,1,0,1
5.061000,0,0,0,2
5.063000,0,0,0,1
5.065000,0,0,0,7
5.067000,0,0,0,5
5.069000,0,0,2,1
5.071000,0,1,0,1
5.073000,0,0,0,1
5.075000,1,0,0,3
5.077000,0,0,0,3
5.079000,0,0,0,2
5.081000,0,1,0,3
5.083000,1,0,0,5
5.085000,0,1,0,5
5.087000,0,0,0,4
5.089000,0,0,0,5
5.091000,1,0,0,3
5.093000,0,0,0,5
5.095000,0,1,0,2
5.097000,0,0,0,6
5.099000,1,0,0,0
5.101000,0,1,0,3
5.103000,0,1,0,2
5.105000,0,0,0,7
5.107000,0,0,0,1
5.109000,0,0,0,7
5.111000,0,0,0,6
5.113000,1,0,0,2
5.115000,0,2,1,2
5.117000,1,1,0,2
5.119000,0,0,1,1
5.121000,0,0,0,1
5.123000,0,0,0,2
5.125000,0,1,0,2
5.127000,0,0,1,4
5.129000,0,0,0,3
5.131000,0,0,1,3
5.133000,0,0,0,2
5.135000,0,0,0,4
5.137000,0,1,0,3
5.139000,1,0,0,0
5.141000,2,1,1,3
5.143000,0,1,0,4
5.145000,0,0,0,0
5.147000,0,0,0,4
5.149000,0,0,0,1
5.151000,0,0,0,4
5.153000,0,0,0,3
5.155000,0,1,0,1
5.157000,0,0,0,2
5.159000,0,0,0,1
5.161000,0,0,0,2
5.163000,0,1,0,4
5.165000,1,0,0,3
5.167000,0,0,0,2
5.169000,0,0,0,6
5.171000,0,0,0,0
5.173000,0,0,0,3
5.175000,0,2,0,4
5.177000,0,0,0,4
5.179000,0,0,0,4
5.181000,0,0,0,5
5.183000,0,0,0,1
5.185000,0,0,0,1
5.187000,0,0,0,2
5.189000,0,0,0,2
5.191000,0,0,0,2
5.193000,0,0,0,2
5.195000,0,0,1,2
5.197000,0,0,0,4
5.199000,0,1,0,3
5.201000,1,0,0,1
5.203000,0,1,0,4
5.205000,0,0,0,5
5.207000,0,0,0,2
5.209000,0,0,0,5
5.211000,0,0,0,3
5.213000,1,0,0,4
5.215000,0,0,0,0
5.217000,0,0,0,3
5.219000,0,0,0,2
5.221000,0,0,0,0
5.223000,0,1,0,1
5.225000,0,0,0,1
5.227000,0,0,0,3
5.229000,0,1,0,3
5.231000,0,0,0,0
5.233000,0,0,0,3
5.235000,0,0,0,2
5.237000,0,0,1,3
5.239000,0,0,0,1
5.241000,0,0,0,2
5.243000,1,0,0,3
5.245000,0,0,0,4
5.247000,0,0,0,1
5.249000,0,1,0,2
5.251000,0,1,0,2
5.253000,1,0,0,3
5.255000,0,0,0,4
5.257000,1,0,0,1
5.259000,0,0,0,1
5.261000,0,0,0,4
5.263000,0,0,0,2
5.265000,0,1,0,2
5.267000,0,0,0,0
5.269000,0,0,0,2
5.271000,0,0,0,4
5.273000,0,0,0,3
5.275000,0,0,0,2
5.277000,0,0,0,1
5.279000,0,0,0,2
5.281000,0,0,0,2
5.283000,0,0,1,3
5.285000,0,2,0,2
5.287000,0,0,0,1
5.289000,1,0,0,5
5.291000,0,1,0,3
5.293000,0,0,0,2
5.295000,0,0,0,3
5.297000,0,0,0,4
5.299000,0,1,0,0
5.301000,0,0,0,2
5.303000,0,0,0,3
5.305000,0,0,0,2
5.307000,0,1,0,1
5.309000,0,0,0,0
5.311000,0,0,0,3
5.313000,0,1,0,2
5.315000,0,0,0,3
5.317000,0,0,0,2
5.319000,1,0,0,5
5.321000,1,0,0,0
5.323000,0,0,1,10
5.325000,0,0,0,2
5.327000,0,0,0,3
5.329000,0,0,0,2
5.331000,0,0,0,3
5.333000,1,1,0,1
5.335000,0,0,0,5
5.337000,0,1,0,2
5.339000,0,0,0,2
5.341000,0,0,0,5
5.343000,0,1,0,0
5.345000,0,0,0,2
5.347000,0,0,0,2
5.349000,0,0,0,2
5.351000,0,0,0,1
5.353000,0,0,0,2
5.355000,1,0,0,3
5.357000,0,0,0,2
5.359000,1,0,0,1
5.361000,0,0,0,3
5.363000,0,0,0,1
5.365000,1,0,0,1
5.367000,0,0,0,0
5.369000,0,0,0,3
5.371000,0,0,0,6
5.373000,0,0,0,1
5.375000,0,0,0,2
5.377000,0,0,0,1
5.379000,0,1,0,2
5.381000,0,0,0,2
5.383000,0,0,0,2
5.385000,0,0,0,4
5.387000,0,0,0,2
5.389000,0,0,0,0
5.391000,0,0,0,3
5.393000,0,0,0,3
5.395000,0,0,0,5
5.397000,0,0,0,0
5.399000,0,0,0,6
5.401000,0,0,0,3
5.403000,0,1,0,1
5.405000,0,0,0,4
5.407000,1,0,0,1
5.409000,0,0,0,0
5.411000,0,0,0,0
5.413000,0,0,0,1
5.415000,0,0,0,2
5.417000,0,0,0,0
5.419000,0,0,0,2
5.421000,0,0,0,4
5.423000,0,0,0,1
5.425000,0,0,0,2
5.427000,0,0,0,0
5.429000,0,0,0,1
5.431000,0,0,0,1
5.433000,0,0,0,2
5.435000,0,0,0,0
5.437000,0,0,0,1
5.439000,0,0,0,0
5.441000,0,0,0,2
5.443000,0,0,0,4
5.445000,0,0,0,3
5.447000,0,0,0,0
5.449000,0,0,0,2
5.451000,0,0,0,3
5.453000,0,0,0,5
5.455000,0,0,0,0
5.457000,0,0,0,1
5.459000,0,0,0,2
5.461000,0,0,0,6
5.463000,0,0,0,2
5.465000,0,0,0,0
5.467000,0,0,0,4
5.469000,0,0,0,4
5.471000,0,0,0,4
5.473000,0,0,0,2
5.475000,0,0,0,0
5.477000,0,0,0,1
5.479000,2,0,0,1
5.481000,0,1,0,2
5.483000,0,0,0,1
5.485000,0,0,0,2
5.487000,0,0,0,3
5.489000,0,1,0,1
5.491000,1,0,0,0
5.493000,0,0,0,2
5.495000,0,0,0,1
5.497000,0,1,0,2
5.499000,1,0,0,2
5.501000,0,0,0,2
5.503000,0,1,0,0
5.505000,0,0,0,2
5.507000,0,0,0,1
5.509000,0,0,0,3
5.511000,0,0,0,2
5.513000,0,0,0,1
5.515000,0,0,0,0
5.517000,0,0,0,1
5.519000,0,0,0,1
5.521000,0,0,0,2
5.523000,0,0,0,4
5.525000,1,1,0,1
5.527000,0,0,0,1
5.529000,0,0,0,1
5.531000,1,0,0,1
5.533000,0,0,0,1
5.535000,0,0,0,1
5.537000,0,0,0,2
5.539000,0,0,0,1
5.541000,0,2,0,1
5.543000,0,0,0,2
5.545000,0,1,0,0
5.547000,1,1,0,2
5.549000,0,0,0,3
5.551000,0,0,0,1
5.553000,0,0,0,0
5.555000,0,0,0,0
5.557000,0,0,0,0
5.559000,0,0,0,1
5.561000,1,0,0,0
5.563000,0,0,0,3
5.565000,1,0,0,2
5.567000,0,2,0,4
5.569000,0,0,0,1
5.571000,0,0,0,0
5.573000,0,0,0,2
5.575000,0,1,0,4
5.577000,0,1,0,1
5.579000,0,0,0,4
5.581000,0,0,0,2
5.583000,0,0,0,1
5.585000,0,0,0,1
5.587000,0,0,0,2
5.589000,0,0,0,1
5.591000,1,0,0,3
5.593000,0,0,0,1
5.595000,0,0,0,4
5.597000,0,0,0,0
5.599000,0,0,0,1
5.601000,0,0,0,2
5.603000,0,0,0,0
5.605000,0,0,0,2
5.607000,0,0,0,1
5.609000,0,0,0,1
5.611000,0,0,0,2
5.613000,0,0,0,1
5.615000,0,0,0,1
5.617000,0,0,0,0
5.619000,0,0,0,0
5.621000,0,0,0,1
5.623000,0,0,0,0
5.625000,0,0,0,2
5.627000,0,0,0,1
5.629000,0,1,0,1
5.631000,1,1,0,3
5.633000,0,0,0,2
5.635000,0,0,0,2
5.637000,0,0,0,0
5.639000,0,0,0,0
5.641000,0,0,0,1
5.643000,0,0,0,4
5.645000,0,0,0,0
5.647000,0,0,0,0
5.649000,0,0,0,4
5.651000,0,0,0,5
5.653000,0,0,0,1
5.655000,0,0,0,1
5.657000,0,0,0,1
5.659000,0,0,0,0
5.661000,0,0,0,1
5.663000,0,1,0,2
5.665000,0,0,0,1
5.667000,0,0,0,1
5.669000,0,0,0,5
5.671000,0,0,0,0
5.673000,0,0,0,2
5.675000,0,0,0,1
5.677000,0,0,0,0
5.679000,0,0,0,0
5.681000,0,0,0,0
5.683000,0,0,0,2
5.685000,0,0,0,1
5.687000,0,1,0,3
5.689000,0,0,0,1
5.691000,0,0,0,0
5.693000,0,0,0,5
5.695000,0,0,0,0
5.697000,0,0,1,2
5.699000,0,1,0,2
5.701000,0,0,0,2
5.703000,0,0,0,1
5.705000,0,0,0,1
5.707000,0,0,0,1
5.709000,1,0,0,1
5.711000,0,0,0,3
5.713000,0,1,0,1
5.715000,0,0,0,0
5.717000,0,0,0,4
5.719000,0,0,1,0
5.721000,0,0,0,2
5.723000,0,0,0,4
5.725000,0,0,0,1
5.727000,0,0,0,1
5.729000,0,0,0,1
5.731000,0,1,0,0
5.733000,0,0,0,1
5.735000,0,0,0,2
5.737000,0,1,0,0
5.739000,0,1,0,0
5.741000,0,0,0,0
5.743000,0,0,2,0
5.745000,0,0,1,0
5.747000,0,0,0,1
5.749000,0,0,2,1
5.751000,0,2,0,2
5.753000,0,0,0,1
5.755000,0,0,1,1
5.757000,0,0,0,1
5.759000,0,0,0,1
5.761000,1,0,0,4
5.763000,0,0,0,2
5.765000,0,0,0,2
5.767000,0,0,0,0
5.769000,0,0,0,2
5.771000,0,0,0,2
5.773000,0,0,0,0
5.775000,0,0,0,1
5.777000,0,0,0,0
5.779000,1,0,0,3
5.781000,0,1,0,1
5.783000,0,0,0,2
5.785000,0,0,0,3
5.787000,0,0,0,3
5.789000,0,0,0,1
5.791000,0,0,0,1
5.793000,0,0,0,1
5.795000,0,0,0,1
5.797000,0,0,0,2
5.799000,0,0,0,1
5.801000,0,0,0,3
5.803000,0,0,0,3
5.805000,0,0,0,4
5.807000,0,0,0,0
5.809000,0,2,0,1
5.811000,0,0,0,4
5.813000,0,0,1,1
5.815000,0,0,0,0
5.817000,0,0,0,0
5.819000,0,1,0,1
5.821000,0,0,0,3
5.823000,0,0,0,0
5.825000,1,0,0,0
5.827000,0,0,0,3
5.829000,0,0,0,2
5.831000,0,0,0,1
5.833000,0,1,0,3
5.835000,0,0,0,1
5.837000,0,0,0,3
5.839000,0,0,0,3
5.841000,0,0,0,1
5.843000,0,0,0,2
5.845000,0,0,0,2
5.847000,0,0,0,4
5.849000,0,0,0,3
5.851000,0,0,0,0
5.853000,0,0,0,1
5.855000,0,0,0,0
5.857000,0,0,0,1
5.859000,0,0,0,3
5.861000,0,1,0,1
5.863000,0,0,0,1
5.865000,0,0,0,1
5.867000,0,0,0,0
5.869000,0,0,0,4
5.871000,0,0,0,2
5.873000,0,1,0,0
5.875000,0,0,0,1
5.877000,0,0,0,0
5.879000,0,0,0,1
5.881000,0,0,0,2
5.883000,0,0,0,0
5.885000,0,0,0,0
5.887000,0,0,0,1
5.889000,0,0,0,1
5.891000,0,0,0,1
5.893000,0,0,0,3
5.895000,0,0,0,3
5.897000,0,0,0,0
5.899000,0,0,0,2
5.901000,0,0,0,2
5.903000,0,0,0,2
5.905000,0,0,0,1
5.907000,0,0,0,2
5.909000,0,0,0,0
5.911000,0,0,0,2
5.913000,0,0,0,3
5.915000,0,0,0,0
5.917000,0,0,0,2
5.919000,0,0,0,1
5.921000,0,0,0,2
5.923000,0,0,0,1
5.925000,0,0,0,3
5.927000,0,0,0,2
5.929000,0,0,0,1
5.931000,0,0,0,2
5.933000,0,0,0,3
5.935000,0,0,0,0
5.937000,0,0,1,3
5.939000,0,0,0,4
5.941000,0,0,0,3
5.943000,0,0,0,2
5.945000,0,0,0,3
5.947000,0,0,0,1
5.949000,0,0,0,1
5.951000,1,1,0,1
5.953000,0,0,0,1
5.955000,0,0,0,0
5.957000,0,1,0,3
5.959000,0,0,0,1
5.961000,0,0,0,1
5.963000,0,2,0,1
5.965000,0,0,0,0
5.967000,0,0,0,0
5.969000,0,0,0,3
5.971000,1,0,0,3
5.973000,0,0,0,1
5.975000,1,0,0,1
5.977000,1,0,0,1
5.979000,0,0,0,0
5.981000,0,0,0,0
5.983000,0,0,0,1
5.985000,0,0,0,3
5.987000,0,0,0,0
5.989000,0,1,0,1
5.991000,0,0,0,0
5.993000,0,0,0,3
5.995000,0,0,0,1
5.997000,0,0,0,0
5.999000,0,0,0,1
6.001000,0,0,0,0
6.003000,0,1,0,0
6.005000,0,0,0,0
6.007000,0,0,0,0
6.009000,0,0,0,1
6.011000,0,0,0,1
6.013000,0,1,0,1
6.015000,0,0,0,3
6.017000,0,0,0,1
6.019000,0,0,0,3
6.021000,0,0,0,0
6.023000,0,0,0,2
6.025000,0,0,0,3
6.027000,0,0,0,1
6.029000,0,0,0,1
6.031000,0,1,0,1
6.033000,0,0,0,2
6.035000,0,0,0,2
6.037000,0,0,0,2
6.039000,0,0,0,1
6.041000,0,1,0,3
6.043000,0,0,0,0
6.045000,0,0,0,2
6.047000,0,0,0,0
6.049000,0,0,0,0
6.051000,0,0,0,1
6.053000,0,0,0,0
6.055000,0,1,0,0
6.057000,0,0,0,1
6.059000,0,0,0,0
6.061000,0,0,0,2
6.063000,0,0,0,3
6.065000,0,0,0,1
6.067000,0,0,0,1
6.069000,0,0,0,0
6.071000,0,0,0,2
6.073000,0,0,0,1
6.075000,0,0,0,1
6.077000,0,0,0,0
6.079000,0,0,0,0
6.081000,0,0,0,4
6.083000,0,0,0,2
6.085000,1,0,0,1
6.087000,0,0,0,1
6.089000,0,0,0,1
6.091000,0,0,0,0
6.093000,0,0,0,1
6.095000,0,0,0,1
6.097000,0,1,0,3
6.099000,0,0,0,1
6.101000,0,0,0,1
6.103000,0,0,0,1
6.105000,0,0,0,1
6.107000,0,0,0,2
6.109000,0,0,0,4
6.111000,0,0,0,1
6.113000,0,0,0,0
6.115000,0,0,0,1
6.117000,0,0,0,0
6.119000,0,1,0,0
6.121000,1,0,0,0
6.123000,0,0,0,0
6.125000,0,1,0,1
6.127000,0,0,0,1
6.129000,0,0,0,0
6.131000,0,0,0,1
6.133000,0,0,0,2
6.135000,0,0,0,0
6.137000,0,0,0,0
6.139000,0,0,0,1
6.141000,0,0,0,0
6.143000,0,0,0,2
6.145000,0,0,0,1
6.147000,0,0,0,0
6.149000,0,0,0,0
6.151000,0,0,0,3
6.153000,0,0,0,0
6.155000,0,0,0,1
6.157000,0,0,0,0
6.159000,0,0,0,2
6.161000,0,0,0,2
6.163000,0,0,0,1
6.165000,0,0,0,0
6.167000,0,0,0,2
6.169000,0,0,0,2
6.171000,0,0,0,0
6.173000,0,0,0,1
6.175000,0,0,0,1
6.177000,0,0,0,0
6.179000,0,0,0,0
6.181000,0,0,0,1
6.183000,0,0,0,0
6.185000,0,0,0,0
6.187000,0,0,0,2
6.189000,0,0,0,1
6.191000,0,0,0,0
6.193000,0,0,0,1
6.195000,0,0,0,1
6.197000,0,0,0,0
6.199000,0,0,0,1
6.201000,0,0,0,3
6.203000,0,0,0,0
6.205000,0,0,0,0
6.207000,0,0,0,0
6.209000,0,0,0,1
6.211000,0,0,0,0
6.213000,0,0,0,0
6.215000,0,1,0,0
6.217000,0,0,0,1
6.219000,0,0,0,4
6.221000,0,0,0,2
6.223000,0,1,0,2
6.225000,0,0,0,1
6.227000,0,0,0,1
6.229000,0,0,0,2
6.231000,0,0,0,2
6.233000,0,0,0,1
6.235000,0,0,0,1
6.237000,0,0,0,2
6.239000,0,0,0,3
6.241000,0,0,0,3
6.243000,0,0,0,2
6.245000,0,0,0,0
6.247000,0,0,0,1
6.249000,0,0,0,0
6.251000,0,0,0,3
6.253000,1,0,0,1
6.255000,0,0,0,2
6.257000,0,1,0,0
6.259000,0,0,0,4
6.261000,0,0,0,1
6.263000,0,0,0,1
6.265000,0,0,0,1
6.267000,0,0,0,1
6.269000,0,1,0,2
6.271000,0,0,0,0
6.273000,0,0,1,0
6.275000,0,0,0,2
6.277000,0,0,0,1
6.279000,0,0,0,0
6.281000,0,0,0,4
6.283000,0,0,0,0
6.285000,0,0,0,0
6.287000,1,0,0,1
6.289000,0,0,0,0
6.291000,0,0,0,1
6.293000,0,0,0,2
6.295000,1,0,0,1
6.297000,0,0,0,1
6.299000,0,0,0,1
6.301000,0,0,0,3
6.303000,0,0,0,2
6.305000,0,0,0,0
6.307000,0,0,0,1
6.309000,0,0,0,2
6.311000,0,0,0,3
6.313000,0,0,0,0
6.315000,0,0,0,1
6.317000,0,0,0,0
6.319000,0,0,0,0
6.321000,0,0,0,1
6.323000,0,0,0,0
6.325000,0,0,0,0
6.327000,0,0,0,1
6.329000,0,0,0,0
6.331000,0,0,0,0
6.333000,0,0,0,1
6.335000,0,0,0,0
6.337000,0,0,0,0
6.339000,0,0,0,1
6.341000,0,0,0,0
6.343000,0,0,0,2
6.345000,0,0,0,0
6.347000,0,0,0,0
6.349000,0,0,0,0
6.351000,0,0,0,1
6.353000,0,0,0,0
6.355000,0,0,0,0
6.357000,0,0,0,0
6.359000,0,0,0,0
6.361000,0,0,0,0
6.363000,0,0,0,1
6.365000,1,0,0,0
6.367000,1,0,0,0
6.369000,0,0,0,1
6.371000,0,0,0,0
6.373000,0,0,0,0
6.375000,0,0,0,1
6.377000,0,0,0,0
6.379000,0,0,0,2
6.381000,0,0,0,1
6.383000,0,0,0,2
6.385000,0,0,0,2
6.387000,0,0,0,0
6.389000,1,0,0,1
6.391000,0,0,0,1
6.393000,0,0,0,4
6.395000,0,0,0,3
6.397000,0,0,0,0
6.399000,0,0,0,2
6.401000,0,0,0,2
6.403000,0,0,0,0
6.405000,0,0,0,1
6.407000,0,0,0,0
6.409000,0,0,0,1
6.411000,0,0,0,2
6.413000,0,0,0,1
6.415000,0,0,0,4
6.417000,0,0,0,0
6.419000,0,0,0,2
